plate,ID,cellLine,conc,time,NumNuclei
10803,1_E11,DS2,0,24,2962
10813,1_E11,DS2,0,48,5615
10816,1_E11,DS2,0,52,6480
10819,1_E11,DS2,0,56,6886
10822,1_E11,DS2,0,60,7469
10825,1_E11,DS2,0,64,8331
10828,1_E11,DS2,0,68,9263
10831,1_E11,DS2,0,72,10379
10834,1_E11,DS2,0,76,11232
10837,1_E11,DS2,0,80,11431
10840,1_E11,DS2,0,84,12709
10843,1_E11,DS2,0,88,14056
10846,1_E11,DS2,0,92,15393
10849,1_E11,DS2,0,96,16985
10852,1_E11,DS2,0,100,18567
10855,1_E11,DS2,0,104,19797
10858,1_E11,DS2,0,108,21396
10861,1_E11,DS2,0,112,23194
10790,1_F02,DS3,0,0,471
10803,1_F02,DS3,0,24,754
10813,1_F02,DS3,0,48,1273
10816,1_F02,DS3,0,52,1859
10819,1_F02,DS3,0,56,2108
10822,1_F02,DS3,0,60,2308
10825,1_F02,DS3,0,64,2563
10828,1_F02,DS3,0,68,2886
10831,1_F02,DS3,0,72,3392
10834,1_F02,DS3,0,76,3873
10837,1_F02,DS3,0,80,4903
10840,1_F02,DS3,0,84,5621
10843,1_F02,DS3,0,88,5794
10846,1_F02,DS3,0,92,6711
10849,1_F02,DS3,0,96,7919
10852,1_F02,DS3,0,100,9200
10855,1_F02,DS3,0,104,10263
10858,1_F02,DS3,0,108,11738
10861,1_F02,DS3,0,112,13616
10790,1_F04,DS3,3,0,568
10803,1_F04,DS3,3,24,763
10813,1_F04,DS3,3,48,705
10816,1_F04,DS3,3,52,841
10819,1_F04,DS3,3,56,834
10822,1_F04,DS3,3,60,834
10825,1_F04,DS3,3,64,806
10828,1_F04,DS3,3,68,812
10831,1_F04,DS3,3,72,806
10834,1_F04,DS3,3,76,780
10837,1_F04,DS3,3,80,818
10840,1_F04,DS3,3,84,809
10843,1_F04,DS3,3,88,761
10846,1_F04,DS3,3,92,753
10849,1_F04,DS3,3,96,718
10852,1_F04,DS3,3,100,733
10855,1_F04,DS3,3,104,690
10858,1_F04,DS3,3,108,682
10861,1_F04,DS3,3,112,684
10790,1_F05,DS3,0.75,0,929
10803,1_F05,DS3,0.75,24,1657
10813,1_F05,DS3,0.75,48,1311
10816,1_F05,DS3,0.75,52,1480
10819,1_F05,DS3,0.75,56,1279
10822,1_F05,DS3,0.75,60,1419
10825,1_F05,DS3,0.75,64,1390
10828,1_F05,DS3,0.75,68,1418
10831,1_F05,DS3,0.75,72,1464
10834,1_F05,DS3,0.75,76,1431
10837,1_F05,DS3,0.75,80,1469
10840,1_F05,DS3,0.75,84,1489
10843,1_F05,DS3,0.75,88,1383
10846,1_F05,DS3,0.75,92,1374
10849,1_F05,DS3,0.75,96,1352
10852,1_F05,DS3,0.75,100,1372
10855,1_F05,DS3,0.75,104,1290
10858,1_F05,DS3,0.75,108,1296
10861,1_F05,DS3,0.75,112,1324
10790,1_F06,DS3,0.1875,0,955
10803,1_F06,DS3,0.1875,24,1271
10813,1_F06,DS3,0.1875,48,1162
10816,1_F06,DS3,0.1875,52,1277
10819,1_F06,DS3,0.1875,56,1147
10822,1_F06,DS3,0.1875,60,1310
10825,1_F06,DS3,0.1875,64,1313
10828,1_F06,DS3,0.1875,68,1308
10831,1_F06,DS3,0.1875,72,1339
10834,1_F06,DS3,0.1875,76,1320
10837,1_F06,DS3,0.1875,80,1372
10840,1_F06,DS3,0.1875,84,1360
10843,1_F06,DS3,0.1875,88,1280
10846,1_F06,DS3,0.1875,92,1267
10849,1_F06,DS3,0.1875,96,1263
10852,1_F06,DS3,0.1875,100,1241
10855,1_F06,DS3,0.1875,104,1213
10858,1_F06,DS3,0.1875,108,1188
10861,1_F06,DS3,0.1875,112,1219
10790,1_F07,DS3,0.0469,0,1059
10803,1_F07,DS3,0.0469,24,2176
10813,1_F07,DS3,0.0469,48,2337
10816,1_F07,DS3,0.0469,52,2379
10819,1_F07,DS3,0.0469,56,2135
10822,1_F07,DS3,0.0469,60,2397
10825,1_F07,DS3,0.0469,64,2434
10828,1_F07,DS3,0.0469,68,2480
10831,1_F07,DS3,0.0469,72,2540
10834,1_F07,DS3,0.0469,76,2519
10837,1_F07,DS3,0.0469,80,2481
10840,1_F07,DS3,0.0469,84,2555
10843,1_F07,DS3,0.0469,88,2524
10846,1_F07,DS3,0.0469,92,2529
10849,1_F07,DS3,0.0469,96,2527
10852,1_F07,DS3,0.0469,100,2582
10855,1_F07,DS3,0.0469,104,2413
10858,1_F07,DS3,0.0469,108,2456
10861,1_F07,DS3,0.0469,112,2469
10790,1_F08,DS3,0.0117,0,949
10803,1_F08,DS3,0.0117,24,1934
10813,1_F08,DS3,0.0117,48,2782
10816,1_F08,DS3,0.0117,52,3025
10819,1_F08,DS3,0.0117,56,2977
10822,1_F08,DS3,0.0117,60,3570
10825,1_F08,DS3,0.0117,64,3810
10828,1_F08,DS3,0.0117,68,4071
10831,1_F08,DS3,0.0117,72,4479
10834,1_F08,DS3,0.0117,76,4762
10837,1_F08,DS3,0.0117,80,5172
10840,1_F08,DS3,0.0117,84,5777
10843,1_F08,DS3,0.0117,88,6113
10846,1_F08,DS3,0.0117,92,6551
10849,1_F08,DS3,0.0117,96,7072
10852,1_F08,DS3,0.0117,100,7688
10855,1_F08,DS3,0.0117,104,8180
10858,1_F08,DS3,0.0117,108,8905
10861,1_F08,DS3,0.0117,112,9604
10790,1_F09,DS3,0.0029,0,1015
10803,1_F09,DS3,0.0029,24,2162
10813,1_F09,DS3,0.0029,48,3456
10816,1_F09,DS3,0.0029,52,3742
10819,1_F09,DS3,0.0029,56,3770
10822,1_F09,DS3,0.0029,60,4603
10825,1_F09,DS3,0.0029,64,5113
10828,1_F09,DS3,0.0029,68,5556
10831,1_F09,DS3,0.0029,72,6221
10834,1_F09,DS3,0.0029,76,6898
10837,1_F09,DS3,0.0029,80,7387
10840,1_F09,DS3,0.0029,84,8415
10843,1_F09,DS3,0.0029,88,9026
10846,1_F09,DS3,0.0029,92,9805
10849,1_F09,DS3,0.0029,96,10822
10852,1_F09,DS3,0.0029,100,11866
10855,1_F09,DS3,0.0029,104,12848
10858,1_F09,DS3,0.0029,108,13966
10861,1_F09,DS3,0.0029,112,15057
10790,1_F10,DS3,7.00E-04,0,898
10803,1_F10,DS3,7.00E-04,24,2156
10813,1_F10,DS3,7.00E-04,48,3838
10816,1_F10,DS3,7.00E-04,52,3988
10819,1_F10,DS3,7.00E-04,56,4266
10822,1_F10,DS3,7.00E-04,60,5026
10825,1_F10,DS3,7.00E-04,64,5671
10828,1_F10,DS3,7.00E-04,68,6325
10831,1_F10,DS3,7.00E-04,72,7037
10834,1_F10,DS3,7.00E-04,76,7658
10837,1_F10,DS3,7.00E-04,80,8195
10840,1_F10,DS3,7.00E-04,84,9453
10843,1_F10,DS3,7.00E-04,88,10215
10846,1_F10,DS3,7.00E-04,92,11007
10849,1_F10,DS3,7.00E-04,96,12106
10852,1_F10,DS3,7.00E-04,100,13201
10855,1_F10,DS3,7.00E-04,104,14283
10858,1_F10,DS3,7.00E-04,108,15804
10861,1_F10,DS3,7.00E-04,112,17129
10790,1_F11,DS3,0,0,465
10803,1_F11,DS3,0,24,1497
10813,1_F11,DS3,0,48,3286
10816,1_F11,DS3,0,52,3516
10819,1_F11,DS3,0,56,3798
10822,1_F11,DS3,0,60,4442
10825,1_F11,DS3,0,64,5194
10828,1_F11,DS3,0,68,5812
10831,1_F11,DS3,0,72,6586
10834,1_F11,DS3,0,76,7275
10837,1_F11,DS3,0,80,7645
10840,1_F11,DS3,0,84,8824
10843,1_F11,DS3,0,88,9623
10846,1_F11,DS3,0,92,10422
10849,1_F11,DS3,0,96,11291
10852,1_F11,DS3,0,100,12415
10855,1_F11,DS3,0,104,13578
10858,1_F11,DS3,0,108,14865
10861,1_F11,DS3,0,112,15755
10790,1_G02,DS3,0,0,728
10803,1_G02,DS3,0,24,1057
10813,1_G02,DS3,0,48,1820
10816,1_G02,DS3,0,52,2269
10819,1_G02,DS3,0,56,2614
10822,1_G02,DS3,0,60,2880
10825,1_G02,DS3,0,64,3131
10828,1_G02,DS3,0,68,3636
10831,1_G02,DS3,0,72,4210
10834,1_G02,DS3,0,76,4831
10837,1_G02,DS3,0,80,5904
10840,1_G02,DS3,0,84,6516
10843,1_G02,DS3,0,88,6684
10846,1_G02,DS3,0,92,7477
10849,1_G02,DS3,0,96,8388
10852,1_G02,DS3,0,100,9595
10855,1_G02,DS3,0,104,10336
10858,1_G02,DS3,0,108,11660
10861,1_G02,DS3,0,112,13365
10790,1_G04,DS3,3,0,858
10803,1_G04,DS3,3,24,1258
10813,1_G04,DS3,3,48,935
10816,1_G04,DS3,3,52,1093
10819,1_G04,DS3,3,56,1132
10822,1_G04,DS3,3,60,1074
10825,1_G04,DS3,3,64,1040
10828,1_G04,DS3,3,68,1044
10831,1_G04,DS3,3,72,1091
10834,1_G04,DS3,3,76,1093
10837,1_G04,DS3,3,80,1160
10840,1_G04,DS3,3,84,1183
10843,1_G04,DS3,3,88,1073
10846,1_G04,DS3,3,92,1039
10849,1_G04,DS3,3,96,1038
10852,1_G04,DS3,3,100,1023
10855,1_G04,DS3,3,104,944
10858,1_G04,DS3,3,108,930
10861,1_G04,DS3,3,112,980
10790,1_G05,DS3,0.75,0,912
10803,1_G05,DS3,0.75,24,1744
10813,1_G05,DS3,0.75,48,1321
10816,1_G05,DS3,0.75,52,1397
10819,1_G05,DS3,0.75,56,1198
10822,1_G05,DS3,0.75,60,1378
10825,1_G05,DS3,0.75,64,1357
10828,1_G05,DS3,0.75,68,1368
10831,1_G05,DS3,0.75,72,1455
10834,1_G05,DS3,0.75,76,1416
10837,1_G05,DS3,0.75,80,1496
10840,1_G05,DS3,0.75,84,1508
10843,1_G05,DS3,0.75,88,1415
10846,1_G05,DS3,0.75,92,1371
10849,1_G05,DS3,0.75,96,1376
10852,1_G05,DS3,0.75,100,1360
10855,1_G05,DS3,0.75,104,1250
10858,1_G05,DS3,0.75,108,1268
10861,1_G05,DS3,0.75,112,1322
10790,1_G06,DS3,0.1875,0,800
10803,1_G06,DS3,0.1875,24,1313
10813,1_G06,DS3,0.1875,48,822
10816,1_G06,DS3,0.1875,52,985
10819,1_G06,DS3,0.1875,56,803
10822,1_G06,DS3,0.1875,60,1000
10825,1_G06,DS3,0.1875,64,937
10828,1_G06,DS3,0.1875,68,955
10831,1_G06,DS3,0.1875,72,1004
10834,1_G06,DS3,0.1875,76,994
10837,1_G06,DS3,0.1875,80,1092
10840,1_G06,DS3,0.1875,84,1086
10843,1_G06,DS3,0.1875,88,963
10846,1_G06,DS3,0.1875,92,956
10849,1_G06,DS3,0.1875,96,960
10852,1_G06,DS3,0.1875,100,963
10855,1_G06,DS3,0.1875,104,874
10858,1_G06,DS3,0.1875,108,878
10861,1_G06,DS3,0.1875,112,964
10790,1_G07,DS3,0.0469,0,807
10803,1_G07,DS3,0.0469,24,1561
10813,1_G07,DS3,0.0469,48,1277
10816,1_G07,DS3,0.0469,52,1378
10819,1_G07,DS3,0.0469,56,1170
10822,1_G07,DS3,0.0469,60,1428
10825,1_G07,DS3,0.0469,64,1449
10828,1_G07,DS3,0.0469,68,1480
10831,1_G07,DS3,0.0469,72,1524
10834,1_G07,DS3,0.0469,76,1554
10837,1_G07,DS3,0.0469,80,1548
10840,1_G07,DS3,0.0469,84,1614
10843,1_G07,DS3,0.0469,88,1550
10846,1_G07,DS3,0.0469,92,1550
10849,1_G07,DS3,0.0469,96,1563
10852,1_G07,DS3,0.0469,100,1566
10855,1_G07,DS3,0.0469,104,1469
10858,1_G07,DS3,0.0469,108,1495
10861,1_G07,DS3,0.0469,112,1479
10790,1_G08,DS3,0.0117,0,872
10803,1_G08,DS3,0.0117,24,1893
10813,1_G08,DS3,0.0117,48,2282
10816,1_G08,DS3,0.0117,52,2594
10819,1_G08,DS3,0.0117,56,2424
10822,1_G08,DS3,0.0117,60,2987
10825,1_G08,DS3,0.0117,64,3232
10828,1_G08,DS3,0.0117,68,3424
10831,1_G08,DS3,0.0117,72,3810
10834,1_G08,DS3,0.0117,76,4100
10837,1_G08,DS3,0.0117,80,4366
10840,1_G08,DS3,0.0117,84,4894
10843,1_G08,DS3,0.0117,88,5158
10846,1_G08,DS3,0.0117,92,5454
10849,1_G08,DS3,0.0117,96,5877
10852,1_G08,DS3,0.0117,100,6428
10855,1_G08,DS3,0.0117,104,6865
10858,1_G08,DS3,0.0117,108,7533
10861,1_G08,DS3,0.0117,112,8116
10790,1_G09,DS3,0.0029,0,863
10803,1_G09,DS3,0.0029,24,1970
10813,1_G09,DS3,0.0029,48,2762
10816,1_G09,DS3,0.0029,52,3171
10819,1_G09,DS3,0.0029,56,3123
10822,1_G09,DS3,0.0029,60,3929
10825,1_G09,DS3,0.0029,64,4451
10828,1_G09,DS3,0.0029,68,4921
10831,1_G09,DS3,0.0029,72,5704
10834,1_G09,DS3,0.0029,76,6266
10837,1_G09,DS3,0.0029,80,6925
10840,1_G09,DS3,0.0029,84,8073
10843,1_G09,DS3,0.0029,88,8698
10846,1_G09,DS3,0.0029,92,9447
10849,1_G09,DS3,0.0029,96,10474
10852,1_G09,DS3,0.0029,100,11448
10855,1_G09,DS3,0.0029,104,12209
10858,1_G09,DS3,0.0029,108,13379
10861,1_G09,DS3,0.0029,112,14548
10790,1_G10,DS3,7.00E-04,0,759
10803,1_G10,DS3,7.00E-04,24,1797
10813,1_G10,DS3,7.00E-04,48,3006
10816,1_G10,DS3,7.00E-04,52,3166
10819,1_G10,DS3,7.00E-04,56,3216
10822,1_G10,DS3,7.00E-04,60,3953
10825,1_G10,DS3,7.00E-04,64,4467
10828,1_G10,DS3,7.00E-04,68,4973
10831,1_G10,DS3,7.00E-04,72,5636
10834,1_G10,DS3,7.00E-04,76,6121
10837,1_G10,DS3,7.00E-04,80,6552
10840,1_G10,DS3,7.00E-04,84,7580
10843,1_G10,DS3,7.00E-04,88,8205
10846,1_G10,DS3,7.00E-04,92,8802
10849,1_G10,DS3,7.00E-04,96,9506
10852,1_G10,DS3,7.00E-04,100,10504
10855,1_G10,DS3,7.00E-04,104,11414
10858,1_G10,DS3,7.00E-04,108,12540
10861,1_G10,DS3,7.00E-04,112,13471
10790,1_G11,DS3,0,0,718
10803,1_G11,DS3,0,24,2021
10813,1_G11,DS3,0,48,3378
10816,1_G11,DS3,0,52,3512
10819,1_G11,DS3,0,56,3627
10822,1_G11,DS3,0,60,4285
10825,1_G11,DS3,0,64,4953
10828,1_G11,DS3,0,68,5456
10831,1_G11,DS3,0,72,6112
10834,1_G11,DS3,0,76,6666
10837,1_G11,DS3,0,80,7125
10840,1_G11,DS3,0,84,8343
10843,1_G11,DS3,0,88,8894
10846,1_G11,DS3,0,92,9632
10849,1_G11,DS3,0,96,10547
10852,1_G11,DS3,0,100,11552
10855,1_G11,DS3,0,104,12520
10858,1_G11,DS3,0,108,13781
10861,1_G11,DS3,0,112,14896
10791,2_B02,DS4,0,0,295
10804,2_B02,DS4,0,24,757
10814,2_B02,DS4,0,48,1380
10817,2_B02,DS4,0,52,2850
10820,2_B02,DS4,0,56,3058
10823,2_B02,DS4,0,60,3395
10826,2_B02,DS4,0,64,3794
10829,2_B02,DS4,0,68,4385
10832,2_B02,DS4,0,72,5151
10835,2_B02,DS4,0,76,5941
10838,2_B02,DS4,0,80,6586
10841,2_B02,DS4,0,84,8381
10844,2_B02,DS4,0,88,9851
10847,2_B02,DS4,0,92,11673
10850,2_B02,DS4,0,96,13532
10853,2_B02,DS4,0,100,15310
10856,2_B02,DS4,0,104,18024
10859,2_B02,DS4,0,108,20619
10862,2_B02,DS4,0,112,23923
10791,2_B04,DS4,3,0,343
10804,2_B04,DS4,3,24,655
10814,2_B04,DS4,3,48,788
10817,2_B04,DS4,3,52,833
10820,2_B04,DS4,3,56,812
10823,2_B04,DS4,3,60,884
10826,2_B04,DS4,3,64,899
10829,2_B04,DS4,3,68,902
10832,2_B04,DS4,3,72,900
10835,2_B04,DS4,3,76,918
10838,2_B04,DS4,3,80,915
10841,2_B04,DS4,3,84,904
10844,2_B04,DS4,3,88,952
10847,2_B04,DS4,3,92,1002
10850,2_B04,DS4,3,96,1009
10853,2_B04,DS4,3,100,1032
10856,2_B04,DS4,3,104,1081
10859,2_B04,DS4,3,108,1095
10862,2_B04,DS4,3,112,1133
10791,2_B05,DS4,0.75,0,458
10804,2_B05,DS4,0.75,24,778
10814,2_B05,DS4,0.75,48,1186
10817,2_B05,DS4,0.75,52,1228
10820,2_B05,DS4,0.75,56,1166
10823,2_B05,DS4,0.75,60,1206
10826,2_B05,DS4,0.75,64,1212
10829,2_B05,DS4,0.75,68,1222
10832,2_B05,DS4,0.75,72,1228
10835,2_B05,DS4,0.75,76,1232
10838,2_B05,DS4,0.75,80,1238
10841,2_B05,DS4,0.75,84,1284
10844,2_B05,DS4,0.75,88,1304
10847,2_B05,DS4,0.75,92,1318
10850,2_B05,DS4,0.75,96,1349
10853,2_B05,DS4,0.75,100,1396
10856,2_B05,DS4,0.75,104,1416
10859,2_B05,DS4,0.75,108,1468
10862,2_B05,DS4,0.75,112,1500
10791,2_B06,DS4,0.1875,0,443
10804,2_B06,DS4,0.1875,24,947
10814,2_B06,DS4,0.1875,48,1267
10817,2_B06,DS4,0.1875,52,1317
10820,2_B06,DS4,0.1875,56,1314
10823,2_B06,DS4,0.1875,60,1405
10826,2_B06,DS4,0.1875,64,1448
10829,2_B06,DS4,0.1875,68,1455
10832,2_B06,DS4,0.1875,72,1417
10835,2_B06,DS4,0.1875,76,1479
10838,2_B06,DS4,0.1875,80,1475
10841,2_B06,DS4,0.1875,84,1480
10844,2_B06,DS4,0.1875,88,1574
10847,2_B06,DS4,0.1875,92,1641
10850,2_B06,DS4,0.1875,96,1668
10853,2_B06,DS4,0.1875,100,1714
10856,2_B06,DS4,0.1875,104,1779
10859,2_B06,DS4,0.1875,108,1808
10862,2_B06,DS4,0.1875,112,1892
10791,2_B07,DS4,0.0469,0,414
10804,2_B07,DS4,0.0469,24,780
10814,2_B07,DS4,0.0469,48,1165
10817,2_B07,DS4,0.0469,52,1255
10820,2_B07,DS4,0.0469,56,1224
10823,2_B07,DS4,0.0469,60,1337
10826,2_B07,DS4,0.0469,64,1417
10829,2_B07,DS4,0.0469,68,1434
10832,2_B07,DS4,0.0469,72,1460
10835,2_B07,DS4,0.0469,76,1484
10838,2_B07,DS4,0.0469,80,1532
10841,2_B07,DS4,0.0469,84,1670
10844,2_B07,DS4,0.0469,88,1749
10847,2_B07,DS4,0.0469,92,1843
10850,2_B07,DS4,0.0469,96,1893
10853,2_B07,DS4,0.0469,100,1969
10856,2_B07,DS4,0.0469,104,2069
10859,2_B07,DS4,0.0469,108,2162
10862,2_B07,DS4,0.0469,112,2272
10791,2_B08,DS4,0.0117,0,452
10804,2_B08,DS4,0.0117,24,937
10814,2_B08,DS4,0.0117,48,2056
10817,2_B08,DS4,0.0117,52,2712
10820,2_B08,DS4,0.0117,56,2762
10823,2_B08,DS4,0.0117,60,3101
10826,2_B08,DS4,0.0117,64,3343
10829,2_B08,DS4,0.0117,68,3604
10832,2_B08,DS4,0.0117,72,4064
10835,2_B08,DS4,0.0117,76,4741
10838,2_B08,DS4,0.0117,80,5128
10841,2_B08,DS4,0.0117,84,6107
10844,2_B08,DS4,0.0117,88,6688
10847,2_B08,DS4,0.0117,92,7424
10850,2_B08,DS4,0.0117,96,8346
10853,2_B08,DS4,0.0117,100,9396
10856,2_B08,DS4,0.0117,104,10234
10859,2_B08,DS4,0.0117,108,11134
10862,2_B08,DS4,0.0117,112,12281
10791,2_B09,DS4,0.0029,0,451
10804,2_B09,DS4,0.0029,24,930
10814,2_B09,DS4,0.0029,48,2364
10817,2_B09,DS4,0.0029,52,3759
10820,2_B09,DS4,0.0029,56,3780
10823,2_B09,DS4,0.0029,60,4151
10826,2_B09,DS4,0.0029,64,4542
10829,2_B09,DS4,0.0029,68,5193
10832,2_B09,DS4,0.0029,72,6103
10835,2_B09,DS4,0.0029,76,7076
10838,2_B09,DS4,0.0029,80,7600
10841,2_B09,DS4,0.0029,84,9366
10844,2_B09,DS4,0.0029,88,10487
10847,2_B09,DS4,0.0029,92,12169
10850,2_B09,DS4,0.0029,96,13773
10853,2_B09,DS4,0.0029,100,15465
10856,2_B09,DS4,0.0029,104,17057
10859,2_B09,DS4,0.0029,108,19036
10862,2_B09,DS4,0.0029,112,21609
10791,2_B10,DS4,7.00E-04,0,573
10804,2_B10,DS4,7.00E-04,24,806
10814,2_B10,DS4,7.00E-04,48,2712
10817,2_B10,DS4,7.00E-04,52,3710
10820,2_B10,DS4,7.00E-04,56,3589
10823,2_B10,DS4,7.00E-04,60,3927
10826,2_B10,DS4,7.00E-04,64,4378
10829,2_B10,DS4,7.00E-04,68,4934
10832,2_B10,DS4,7.00E-04,72,5878
10835,2_B10,DS4,7.00E-04,76,6746
10838,2_B10,DS4,7.00E-04,80,7291
10841,2_B10,DS4,7.00E-04,84,9158
10844,2_B10,DS4,7.00E-04,88,10134
10847,2_B10,DS4,7.00E-04,92,11608
10850,2_B10,DS4,7.00E-04,96,13258
10853,2_B10,DS4,7.00E-04,100,14904
10856,2_B10,DS4,7.00E-04,104,16656
10859,2_B10,DS4,7.00E-04,108,18650
10862,2_B10,DS4,7.00E-04,112,20907
10791,2_B11,DS4,0,0,666
10804,2_B11,DS4,0,24,771
10814,2_B11,DS4,0,48,3226
10817,2_B11,DS4,0,52,4845
10820,2_B11,DS4,0,56,4691
10823,2_B11,DS4,0,60,4914
10826,2_B11,DS4,0,64,5434
10829,2_B11,DS4,0,68,6169
10832,2_B11,DS4,0,72,7435
10835,2_B11,DS4,0,76,8548
10838,2_B11,DS4,0,80,9267
10841,2_B11,DS4,0,84,11435
10844,2_B11,DS4,0,88,12839
10847,2_B11,DS4,0,92,14930
10850,2_B11,DS4,0,96,16909
10853,2_B11,DS4,0,100,18810
10856,2_B11,DS4,0,104,20778
10859,2_B11,DS4,0,108,23177
10862,2_B11,DS4,0,112,25934
10791,2_C02,DS4,0,0,440
10804,2_C02,DS4,0,24,1121
10814,2_C02,DS4,0,48,2048
10817,2_C02,DS4,0,52,4175
10820,2_C02,DS4,0,56,4875
10823,2_C02,DS4,0,60,4970
10826,2_C02,DS4,0,64,5539
10829,2_C02,DS4,0,68,6520
10832,2_C02,DS4,0,72,7605
10835,2_C02,DS4,0,76,8820
10838,2_C02,DS4,0,80,9763
10841,2_C02,DS4,0,84,12890
10844,2_C02,DS4,0,88,14284
10847,2_C02,DS4,0,92,16371
10850,2_C02,DS4,0,96,18514
10853,2_C02,DS4,0,100,20439
10856,2_C02,DS4,0,104,23124
10859,2_C02,DS4,0,108,26015
10862,2_C02,DS4,0,112,29351
10791,2_C04,DS4,3,0,720
10804,2_C04,DS4,3,24,1494
10814,2_C04,DS4,3,48,1761
10817,2_C04,DS4,3,52,1810
10820,2_C04,DS4,3,56,1967
10823,2_C04,DS4,3,60,1945
10826,2_C04,DS4,3,64,2042
10829,2_C04,DS4,3,68,2068
10832,2_C04,DS4,3,72,2014
10835,2_C04,DS4,3,76,2100
10838,2_C04,DS4,3,80,2158
10841,2_C04,DS4,3,84,2161
10844,2_C04,DS4,3,88,2202
10847,2_C04,DS4,3,92,2288
10850,2_C04,DS4,3,96,2313
10853,2_C04,DS4,3,100,2349
10856,2_C04,DS4,3,104,2472
10859,2_C04,DS4,3,108,2501
10862,2_C04,DS4,3,112,2591
10791,2_C05,DS4,0.75,0,980
10804,2_C05,DS4,0.75,24,1862
10814,2_C05,DS4,0.75,48,2616
10817,2_C05,DS4,0.75,52,2655
10820,2_C05,DS4,0.75,56,2647
10823,2_C05,DS4,0.75,60,2691
10826,2_C05,DS4,0.75,64,2701
10829,2_C05,DS4,0.75,68,2729
10832,2_C05,DS4,0.75,72,2789
10835,2_C05,DS4,0.75,76,2755
10838,2_C05,DS4,0.75,80,2789
10841,2_C05,DS4,0.75,84,2945
10844,2_C05,DS4,0.75,88,2934
10847,2_C05,DS4,0.75,92,2977
10850,2_C05,DS4,0.75,96,3048
10853,2_C05,DS4,0.75,100,3105
10856,2_C05,DS4,0.75,104,3229
10859,2_C05,DS4,0.75,108,3337
10862,2_C05,DS4,0.75,112,3436
10791,2_C06,DS4,0.1875,0,932
10804,2_C06,DS4,0.1875,24,1802
10814,2_C06,DS4,0.1875,48,2588
10817,2_C06,DS4,0.1875,52,2546
10820,2_C06,DS4,0.1875,56,2670
10823,2_C06,DS4,0.1875,60,2666
10826,2_C06,DS4,0.1875,64,2749
10829,2_C06,DS4,0.1875,68,2780
10832,2_C06,DS4,0.1875,72,2791
10835,2_C06,DS4,0.1875,76,2810
10838,2_C06,DS4,0.1875,80,2855
10841,2_C06,DS4,0.1875,84,2942
10844,2_C06,DS4,0.1875,88,2961
10847,2_C06,DS4,0.1875,92,3033
10850,2_C06,DS4,0.1875,96,3098
10853,2_C06,DS4,0.1875,100,3174
10856,2_C06,DS4,0.1875,104,3267
10859,2_C06,DS4,0.1875,108,3406
10862,2_C06,DS4,0.1875,112,3564
10791,2_C07,DS4,0.0469,0,794
10804,2_C07,DS4,0.0469,24,1512
10814,2_C07,DS4,0.0469,48,2273
10817,2_C07,DS4,0.0469,52,2411
10820,2_C07,DS4,0.0469,56,2474
10823,2_C07,DS4,0.0469,60,2628
10826,2_C07,DS4,0.0469,64,2752
10829,2_C07,DS4,0.0469,68,2853
10832,2_C07,DS4,0.0469,72,2868
10835,2_C07,DS4,0.0469,76,2954
10838,2_C07,DS4,0.0469,80,3024
10841,2_C07,DS4,0.0469,84,3246
10844,2_C07,DS4,0.0469,88,3441
10847,2_C07,DS4,0.0469,92,3545
10850,2_C07,DS4,0.0469,96,3696
10853,2_C07,DS4,0.0469,100,3822
10856,2_C07,DS4,0.0469,104,4028
10859,2_C07,DS4,0.0469,108,4189
10862,2_C07,DS4,0.0469,112,4390
10791,2_C08,DS4,0.0117,0,977
10804,2_C08,DS4,0.0117,24,1677
10814,2_C08,DS4,0.0117,48,3973
10817,2_C08,DS4,0.0117,52,4740
10820,2_C08,DS4,0.0117,56,4932
10823,2_C08,DS4,0.0117,60,5363
10826,2_C08,DS4,0.0117,64,5770
10829,2_C08,DS4,0.0117,68,6259
10832,2_C08,DS4,0.0117,72,7091
10835,2_C08,DS4,0.0117,76,8252
10838,2_C08,DS4,0.0117,80,9054
10841,2_C08,DS4,0.0117,84,10630
10844,2_C08,DS4,0.0117,88,11729
10847,2_C08,DS4,0.0117,92,13121
10850,2_C08,DS4,0.0117,96,14884
10853,2_C08,DS4,0.0117,100,16605
10856,2_C08,DS4,0.0117,104,18094
10859,2_C08,DS4,0.0117,108,19527
10862,2_C08,DS4,0.0117,112,21547
10791,2_C09,DS4,0.0029,0,1059
10804,2_C09,DS4,0.0029,24,1858
10814,2_C09,DS4,0.0029,48,5020
10817,2_C09,DS4,0.0029,52,6565
10820,2_C09,DS4,0.0029,56,6714
10823,2_C09,DS4,0.0029,60,7160
10826,2_C09,DS4,0.0029,64,7707
10829,2_C09,DS4,0.0029,68,8665
10832,2_C09,DS4,0.0029,72,10132
10835,2_C09,DS4,0.0029,76,11564
10838,2_C09,DS4,0.0029,80,12526
10841,2_C09,DS4,0.0029,84,14709
10844,2_C09,DS4,0.0029,88,16211
10847,2_C09,DS4,0.0029,92,18427
10850,2_C09,DS4,0.0029,96,20618
10853,2_C09,DS4,0.0029,100,22669
10856,2_C09,DS4,0.0029,104,24630
10859,2_C09,DS4,0.0029,108,26640
10862,2_C09,DS4,0.0029,112,29504
10791,2_C10,DS4,7.00E-04,0,1031
10804,2_C10,DS4,7.00E-04,24,1418
10814,2_C10,DS4,7.00E-04,48,4494
10817,2_C10,DS4,7.00E-04,52,6178
