Date,Well,Conc,Count,Treatment,Time,Cell.Line,UID,l2,nl2,Units
20120331,G3,6.25E-08,3794,Erlotinib,96,HCC1954,20120331_G3,11.88950396,3.354228587,Molar
20120331,G4,1.25E-07,492,Erlotinib,0,HCC1954,20120331_G4,8.942514505,0,Molar
20120331,G4,1.25E-07,575,Erlotinib,8,HCC1954,20120331_G4,9.167418146,0.22490364,Molar
20120331,G4,1.25E-07,764,Erlotinib,24,HCC1954,20120331_G4,9.577428828,0.634914323,Molar
20120331,G4,1.25E-07,890,Erlotinib,32,HCC1954,20120331_G4,9.797661526,0.855147021,Molar
20120331,G4,1.25E-07,1297,Erlotinib,48,HCC1954,20120331_G4,10.34096276,1.398448259,Molar
20120331,G4,1.25E-07,1452,Erlotinib,56,HCC1954,20120331_G4,10.50382574,1.561311233,Molar
20120331,G4,1.25E-07,1967,Erlotinib,72,HCC1954,20120331_G4,10.94178124,1.999266737,Molar
20120331,G4,1.25E-07,2356,Erlotinib,80,HCC1954,20120331_G4,11.20212382,2.259609318,Molar
20120331,G4,1.25E-07,3492,Erlotinib,96,HCC1954,20120331_G4,11.76983784,2.827323338,Molar
20120331,G5,2.50E-07,421,Erlotinib,0,HCC1954,20120331_G5,8.717676423,0,Molar
20120331,G5,2.50E-07,524,Erlotinib,8,HCC1954,20120331_G5,9.033423002,0.315746578,Molar
20120331,G5,2.50E-07,777,Erlotinib,24,HCC1954,20120331_G5,9.601770788,0.884094365,Molar
20120331,G5,2.50E-07,930,Erlotinib,32,HCC1954,20120331_G5,9.861086906,1.143410483,Molar
20120331,G5,2.50E-07,1266,Erlotinib,48,HCC1954,20120331_G5,10.30606169,1.588385266,Molar
20120331,G5,2.50E-07,1440,Erlotinib,56,HCC1954,20120331_G5,10.4918531,1.774176673,Molar
20120331,G5,2.50E-07,1927,Erlotinib,72,HCC1954,20120331_G5,10.91214086,2.194464433,Molar
20120331,G5,2.50E-07,2186,Erlotinib,80,HCC1954,20120331_G5,11.09407769,2.376401263,Molar
20120331,G5,2.50E-07,3064,Erlotinib,96,HCC1954,20120331_G5,11.58120058,2.863524159,Molar
20120331,G6,5.00E-07,441,Erlotinib,0,HCC1954,20120331_G6,8.784634846,0,Molar
20120331,G6,5.00E-07,530,Erlotinib,8,HCC1954,20120331_G6,9.049848549,0.265213704,Molar
20120331,G6,5.00E-07,825,Erlotinib,24,HCC1954,20120331_G6,9.688250309,0.903615464,Molar
20120331,G6,5.00E-07,915,Erlotinib,32,HCC1954,20120331_G6,9.837627933,1.052993088,Molar
20120331,G6,5.00E-07,1275,Erlotinib,48,HCC1954,20120331_G6,10.31628153,1.531646686,Molar
20120331,G6,5.00E-07,1419,Erlotinib,56,HCC1954,20120331_G6,10.47065887,1.686024029,Molar
20120331,G6,5.00E-07,1801,Erlotinib,72,HCC1954,20120331_G6,10.81458247,2.02994762,Molar
20120331,G6,5.00E-07,1971,Erlotinib,80,HCC1954,20120331_G6,10.94471206,2.160077215,Molar
20120331,G6,5.00E-07,2568,Erlotinib,96,HCC1954,20120331_G6,11.32642949,2.541794642,Molar
20120331,G7,1.00E-06,559,Erlotinib,0,HCC1954,20120331_G7,9.126704473,0,Molar
20120331,G7,1.00E-06,510,Erlotinib,8,HCC1954,20120331_G7,8.994353437,-0.132351036,Molar
20120331,G7,1.00E-06,778,Erlotinib,24,HCC1954,20120331_G7,9.603626345,0.476921872,Molar
20120331,G7,1.00E-06,910,Erlotinib,32,HCC1954,20120331_G7,9.829722735,0.703018262,Molar
20120331,G7,1.00E-06,1283,Erlotinib,48,HCC1954,20120331_G7,10.32530546,1.198600982,Molar
20120331,G7,1.00E-06,1314,Erlotinib,56,HCC1954,20120331_G7,10.35974956,1.233045087,Molar
20120331,G7,1.00E-06,1678,Erlotinib,72,HCC1954,20120331_G7,10.712527,1.585822528,Molar
20120331,G7,1.00E-06,1819,Erlotinib,80,HCC1954,20120331_G7,10.82892983,1.702225355,Molar
20120331,G7,1.00E-06,2335,Erlotinib,96,HCC1954,20120331_G7,11.18920683,2.062502362,Molar
20120331,G8,2.00E-06,342,Erlotinib,0,HCC1954,20120331_G8,8.417852515,0,Molar
20120331,G8,2.00E-06,416,Erlotinib,8,HCC1954,20120331_G8,8.700439718,0.282587203,Molar
20120331,G8,2.00E-06,616,Erlotinib,24,HCC1954,20120331_G8,9.266786541,0.848934026,Molar
20120331,G8,2.00E-06,685,Erlotinib,32,HCC1954,20120331_G8,9.419960178,1.002107663,Molar
20120331,G8,2.00E-06,1018,Erlotinib,48,HCC1954,20120331_G8,9.991521846,1.573669331,Molar
20120331,G8,2.00E-06,1029,Erlotinib,56,HCC1954,20120331_G8,10.00702727,1.589174752,Molar
20120331,G8,2.00E-06,1145,Erlotinib,72,HCC1954,20120331_G8,10.16113188,1.743279368,Molar
20120331,G8,2.00E-06,1291,Erlotinib,80,HCC1954,20120331_G8,10.33427329,1.91642077,Molar
20120331,G8,2.00E-06,1491,Erlotinib,96,HCC1954,20120331_G8,10.54206454,2.124212027,Molar
20120331,G9,4.00E-06,373,Erlotinib,0,HCC1954,20120331_G9,8.54303182,0,Molar
20120331,G9,4.00E-06,470,Erlotinib,8,HCC1954,20120331_G9,8.876516947,0.333485126,Molar
20120331,G9,4.00E-06,666,Erlotinib,24,HCC1954,20120331_G9,9.379378367,0.836346547,Molar
20120331,G9,4.00E-06,714,Erlotinib,32,HCC1954,20120331_G9,9.479780264,0.936748444,Molar
20120331,G9,4.00E-06,968,Erlotinib,48,HCC1954,20120331_G9,9.918863237,1.375831417,Molar
20120331,G9,4.00E-06,987,Erlotinib,56,HCC1954,20120331_G9,9.946906274,1.403874454,Molar
20120331,G9,4.00E-06,983,Erlotinib,72,HCC1954,20120331_G9,9.941047606,1.398015786,Molar
20120331,G9,4.00E-06,1167,Erlotinib,80,HCC1954,20120331_G9,10.18858885,1.645557025,Molar
20120331,G9,4.00E-06,1275,Erlotinib,96,HCC1954,20120331_G9,10.31628153,1.773249711,Molar
20120331,G10,8.00E-06,364,Erlotinib,0,HCC1954,20120331_G10,8.50779464,0,Molar
20120331,G10,8.00E-06,426,Erlotinib,8,HCC1954,20120331_G10,8.73470962,0.22691498,Molar
20120331,G10,8.00E-06,622,Erlotinib,24,HCC1954,20120331_G10,9.28077077,0.77297613,Molar
20120331,G10,8.00E-06,698,Erlotinib,32,HCC1954,20120331_G10,9.447083226,0.939288586,Molar
20120331,G10,8.00E-06,818,Erlotinib,48,HCC1954,20120331_G10,9.675957033,1.168162393,Molar
20120331,G10,8.00E-06,802,Erlotinib,56,HCC1954,20120331_G10,9.647458426,1.139663786,Molar
20120331,G10,8.00E-06,858,Erlotinib,72,HCC1954,20120331_G10,9.744833837,1.237039197,Molar
20120331,G10,8.00E-06,897,Erlotinib,80,HCC1954,20120331_G10,9.808964175,1.301169535,Molar
20120331,G10,8.00E-06,930,Erlotinib,96,HCC1954,20120331_G10,9.861086906,1.353292266,Molar
20120601,B2,0,888,Erlotinib,0,HCC1954,20120601_B2,9.794415866,0,Molar
20120601,B2,0,1161,Erlotinib,8,HCC1954,20120601_B2,10.18115226,0.386736391,Molar
20120601,B2,0,1765,Erlotinib,24,HCC1954,20120601_B2,10.78545247,0.991036602,Molar
20120601,B2,0,2243,Erlotinib,32,HCC1954,20120601_B2,11.13121391,1.336798039,Molar
20120601,B2,0,3778,Erlotinib,48,HCC1954,20120601_B2,11.88340699,2.08899112,Molar
20120601,B2,0,4749,Erlotinib,56,HCC1954,20120601_B2,12.21340804,2.418992175,Molar
20120601,B2,0,7156,Erlotinib,72,HCC1954,20120601_B2,12.80493767,3.010521806,Molar
20120601,B2,0,8063,Erlotinib,80,HCC1954,20120601_B2,12.97710101,3.18268514,Molar
20120601,B2,0,10054,Erlotinib,96,HCC1954,20120601_B2,13.29548197,3.501066107,Molar
20120601,B3,1.20E-10,947,Erlotinib,0,HCC1954,20120601_B3,9.887220615,0,Molar
20120601,B3,1.20E-10,1213,Erlotinib,8,HCC1954,20120601_B3,10.24436384,0.35714322,Molar
20120601,B3,1.20E-10,1929,Erlotinib,24,HCC1954,20120601_B3,10.91363743,1.026416813,Molar
20120601,B3,1.20E-10,2622,Erlotinib,32,HCC1954,20120601_B3,11.35645197,1.469231355,Molar
20120601,B3,1.20E-10,4036,Erlotinib,48,HCC1954,20120601_B3,11.97871046,2.091489844,Molar
20120601,B3,1.20E-10,5311,Erlotinib,56,HCC1954,20120601_B3,12.37476781,2.487547199,Molar
20120601,B3,1.20E-10,7638,Erlotinib,72,HCC1954,20120601_B3,12.8989792,3.011758589,Molar
20120601,B3,1.20E-10,8890,Erlotinib,80,HCC1954,20120601_B3,13.1179677,3.230747088,Molar
20120601,B3,1.20E-10,10275,Erlotinib,96,HCC1954,20120601_B3,13.32685077,3.439630158,Molar
20120601,B4,4.80E-10,959,Erlotinib,0,HCC1954,20120601_B4,9.905387005,0,Molar
20120601,B4,4.80E-10,1176,Erlotinib,8,HCC1954,20120601_B4,10.19967234,0.29428534,Molar
20120601,B4,4.80E-10,1976,Erlotinib,24,HCC1954,20120601_B4,10.94836723,1.042980227,Molar
20120601,B4,4.80E-10,2591,Erlotinib,32,HCC1954,20120601_B4,11.3392933,1.433906295,Molar
20120601,B4,4.80E-10,4097,Erlotinib,48,HCC1954,20120601_B4,12.00035218,2.094965172,Molar
20120601,B4,4.80E-10,5041,Erlotinib,56,HCC1954,20120601_B4,12.29949424,2.394107234,Molar
20120601,B4,4.80E-10,7752,Erlotinib,72,HCC1954,20120601_B4,12.92035286,3.01496585,Molar
20120601,B4,4.80E-10,8807,Erlotinib,80,HCC1954,20120601_B4,13.10443495,3.199047946,Molar
20120601,B4,4.80E-10,10300,Erlotinib,96,HCC1954,20120601_B4,13.33035672,3.424969712,Molar
20120601,B5,1.95E-09,994,Erlotinib,0,HCC1954,20120601_B5,9.957102042,0,Molar
20120601,B5,1.95E-09,1188,Erlotinib,8,HCC1954,20120601_B5,10.21431912,0.257217079,Molar
20120601,B5,1.95E-09,1916,Erlotinib,24,HCC1954,20120601_B5,10.90388185,0.946779804,Molar
20120601,B5,1.95E-09,2543,Erlotinib,32,HCC1954,20120601_B5,11.31231575,1.355213705,Molar
20120601,B5,1.95E-09,4025,Erlotinib,48,HCC1954,20120601_B5,11.97477307,2.017671026,Molar
20120601,B5,1.95E-09,5202,Erlotinib,56,HCC1954,20120601_B5,12.34485068,2.387748642,Molar
20120601,B5,1.95E-09,7282,Erlotinib,72,HCC1954,20120601_B5,12.83011903,2.873016984,Molar
20120601,B5,1.95E-09,8389,Erlotinib,80,HCC1954,20120601_B5,13.03428313,3.077181089,Molar
20120601,B5,1.95E-09,9407,Erlotinib,96,HCC1954,20120601_B5,13.19951899,3.242416947,Molar
20120601,B6,7.80E-09,869,Erlotinib,0,HCC1954,20120601_B6,9.763212367,0,Molar
20120601,B6,7.80E-09,1087,Erlotinib,8,HCC1954,20120601_B6,10.08613623,0.322923858,Molar
20120601,B6,7.80E-09,1735,Erlotinib,24,HCC1954,20120601_B6,10.76071995,0.997507581,Molar
20120601,B6,7.80E-09,2301,Erlotinib,32,HCC1954,20120601_B6,11.16804527,1.404832901,Molar
20120601,B6,7.80E-09,3668,Erlotinib,48,HCC1954,20120601_B6,11.84077792,2.077565557,Molar
20120601,B6,7.80E-09,4822,Erlotinib,56,HCC1954,20120601_B6,12.23541594,2.472203569,Molar
20120601,B6,7.80E-09,7409,Erlotinib,72,HCC1954,20120601_B6,12.85506312,3.091850752,Molar
20120601,B6,7.80E-09,8328,Erlotinib,80,HCC1954,20120601_B6,13.02375435,3.260541986,Molar
20120601,B6,7.80E-09,9964,Erlotinib,96,HCC1954,20120601_B6,13.28250931,3.519296939,Molar
20120601,B7,3.13E-08,942,Erlotinib,0,HCC1954,20120601_B7,9.87958325,0,Molar
20120601,B7,3.13E-08,1135,Erlotinib,8,HCC1954,20120601_B7,10.14847658,0.268893333,Molar
20120601,B7,3.13E-08,1869,Erlotinib,24,HCC1954,20120601_B7,10.86805085,0.988467604,Molar
20120601,B7,3.13E-08,2455,Erlotinib,32,HCC1954,20120601_B7,11.26150731,1.38192406,Molar
20120601,B7,3.13E-08,3690,Erlotinib,48,HCC1954,20120601_B7,11.8494051,1.969821851,Molar
20120601,B7,3.13E-08,4760,Erlotinib,56,HCC1954,20120601_B7,12.21674586,2.337162609,Molar
20120601,B7,3.13E-08,7204,Erlotinib,72,HCC1954,20120601_B7,12.81458247,2.934999216,Molar
20120601,B7,3.13E-08,8469,Erlotinib,80,HCC1954,20120601_B7,13.04797591,3.168392665,Molar
20120601,B7,3.13E-08,9845,Erlotinib,96,HCC1954,20120601_B7,13.26517549,3.385592241,Molar
20120601,B8,1.25E-07,780,Erlotinib,0,HCC1954,20120601_B8,9.607330314,0,Molar
20120601,B8,1.25E-07,932,Erlotinib,8,HCC1954,20120601_B8,9.864186145,0.256855831,Molar
20120601,B8,1.25E-07,1634,Erlotinib,24,HCC1954,20120601_B8,10.67419227,1.066861954,Molar
20120601,B8,1.25E-07,2129,Erlotinib,32,HCC1954,20120601_B8,11.05596023,1.448629921,Molar
20120601,B8,1.25E-07,3281,Erlotinib,48,HCC1954,20120601_B8,11.67991988,2.072589565,Molar
20120601,B8,1.25E-07,4203,Erlotinib,56,HCC1954,20120601_B8,12.03720374,2.429873427,Molar
20120601,B8,1.25E-07,6496,Erlotinib,72,HCC1954,20120601_B8,12.66533592,3.058005603,Molar
20120601,B8,1.25E-07,7106,Erlotinib,80,HCC1954,20120601_B8,12.79482197,3.18749166,Molar
20120601,B8,1.25E-07,9361,Erlotinib,96,HCC1954,20120601_B8,13.19244694,3.585116627,Molar
20120601,B9,5.00E-07,1165,Erlotinib,0,HCC1954,20120601_B9,10.18611424,0,Molar
20120601,B9,5.00E-07,1610,Erlotinib,8,HCC1954,20120601_B9,10.65284497,0.466730733,Molar
20120601,B9,5.00E-07,2567,Erlotinib,24,HCC1954,20120601_B9,11.32586758,1.139753341,Molar
20120601,B9,5.00E-07,2776,Erlotinib,32,HCC1954,20120601_B9,11.43879185,1.252677613,Molar
20120601,B9,5.00E-07,4668,Erlotinib,48,HCC1954,20120601_B9,12.18858885,2.002474606,Molar
20120601,B9,5.00E-07,5683,Erlotinib,56,HCC1954,20120601_B9,12.472437,2.286322761,Molar
20120601,B9,5.00E-07,7524,Erlotinib,72,HCC1954,20120601_B9,12.87728413,2.691169894,Molar
20120601,B9,5.00E-07,8029,Erlotinib,80,HCC1954,20120601_B9,12.9710046,2.784890359,Molar
20120601,B9,5.00E-07,9284,Erlotinib,96,HCC1954,20120601_B9,13.18053081,2.994416568,Molar
20120601,B10,2.00E-06,1078,Erlotinib,0,HCC1954,20120601_B10,10.07414146,0,Molar
20120601,B10,2.00E-06,1304,Erlotinib,8,HCC1954,20120601_B10,10.34872815,0.274586691,Molar
20120601,B10,2.00E-06,2177,Erlotinib,24,HCC1954,20120601_B10,11.08812569,1.013984229,Molar
20120601,B10,2.00E-06,2407,Erlotinib,32,HCC1954,20120601_B10,11.23302043,1.158878964,Molar
20120601,B10,2.00E-06,3518,Erlotinib,48,HCC1954,20120601_B10,11.78053977,1.706398305,Molar
20120601,B10,2.00E-06,3932,Erlotinib,56,HCC1954,20120601_B10,11.94104761,1.866906144,Molar
20120601,B10,2.00E-06,4917,Erlotinib,72,HCC1954,20120601_B10,12.26356264,2.189421177,Molar
20120601,B10,2.00E-06,5311,Erlotinib,80,HCC1954,20120601_B10,12.37476781,2.300626351,Molar
20120601,B10,2.00E-06,6166,Erlotinib,96,HCC1954,20120601_B10,12.59011917,2.515977711,Molar
20120601,B11,8.00E-06,876,Erlotinib,0,HCC1954,20120601_B11,9.77478706,0,Molar
20120601,B11,8.00E-06,1054,Erlotinib,8,HCC1954,20120601_B11,10.04165915,0.266872092,Molar
20120601,B11,8.00E-06,1780,Erlotinib,24,HCC1954,20120601_B11,10.79766153,1.022874466,Molar
20120601,B11,8.00E-06,1915,Erlotinib,32,HCC1954,20120601_B11,10.90312868,1.128341617,Molar
20120601,B11,8.00E-06,2559,Erlotinib,48,HCC1954,20120601_B11,11.32136443,1.546577372,Molar
20120601,B11,8.00E-06,2830,Erlotinib,56,HCC1954,20120601_B11,11.46658634,1.691799278,Molar
20120601,B11,8.00E-06,3193,Erlotinib,72,HCC1954,20120601_B11,11.64069684,1.865909778,Molar
20120601,B11,8.00E-06,3361,Erlotinib,80,HCC1954,20120601_B11,11.71467483,1.939887768,Molar
20120601,B11,8.00E-06,3774,Erlotinib,96,HCC1954,20120601_B11,11.88187871,2.107091648,Molar
20120601,C2,0,1028,Erlotinib,0,HCC1954,20120601_C2,10.00562455,0,Molar
20120601,C2,0,1185,Erlotinib,8,HCC1954,20120601_C2,10.21067134,0.205046795,Molar
20120601,C2,0,2052,Erlotinib,24,HCC1954,20120601_C2,11.00281502,0.997190466,Molar
20120601,C2,0,2727,Erlotinib,32,HCC1954,20120601_C2,11.41309898,1.407474436,Molar
20120601,C2,0,3990,Erlotinib,48,HCC1954,20120601_C2,11.96217303,1.956548482,Molar
20120601,C2,0,5224,Erlotinib,56,HCC1954,20120601_C2,12.35093918,2.345314632,Molar
20120601,C2,0,7097,Erlotinib,72,HCC1954,20120601_C2,12.79299359,2.787369042,Molar
20120601,C2,0,8158,Erlotinib,80,HCC1954,20120601_C2,12.99399979,2.988375243,Molar
20120601,C2,0,9965,Erlotinib,96,HCC1954,20120601_C2,13.28265409,3.277029541,Molar
20120601,C3,1.20E-10,1088,Erlotinib,0,HCC1954,20120601_C3,10.08746284,0,Molar
20120601,C3,1.20E-10,1436,Erlotinib,8,HCC1954,20120601_C3,10.48784003,0.400377193,Molar
20120601,C3,1.20E-10,2304,Erlotinib,24,HCC1954,20120601_C3,11.169925,1.08246216,Molar
20120601,C3,1.20E-10,2953,Erlotinib,32,HCC1954,20120601_C3,11.52796564,1.4405028,Molar
20120601,C3,1.20E-10,4596,Erlotinib,48,HCC1954,20120601_C3,12.16616308,2.078700241,Molar
20120601,C3,1.20E-10,6073,Erlotinib,56,HCC1954,20120601_C3,12.56819365,2.480730813,Molar
20120601,C3,1.20E-10,8062,Erlotinib,72,HCC1954,20120601_C3,12.97692207,2.889459227,Molar
20120601,C3,1.20E-10,8825,Erlotinib,80,HCC1954,20120601_C3,13.10738056,3.019917722,Molar
20120601,C3,1.20E-10,9542,Erlotinib,96,HCC1954,20120601_C3,13.22007597,3.13261313,Molar
20120601,C4,4.80E-10,1162,Erlotinib,0,HCC1954,20120601_C4,10.18239435,0,Molar
20120601,C4,4.80E-10,1368,Erlotinib,8,HCC1954,20120601_C4,10.41785251,0.235458161,Molar
20120601,C4,4.80E-10,2462,Erlotinib,24,HCC1954,20120601_C4,11.26561505,1.083220693,Molar
20120601,C4,4.80E-10,3083,Erlotinib,32,HCC1954,20120601_C4,11.59011917,1.407724821,Molar
20120601,C4,4.80E-10,5038,Erlotinib,48,HCC1954,20120601_C4,12.29863541,2.116241053,Molar
20120601,C4,4.80E-10,5845,Erlotinib,56,HCC1954,20120601_C4,12.51298731,2.330592956,Molar
20120601,C4,4.80E-10,8089,Erlotinib,72,HCC1954,20120601_C4,12.98174565,2.799351292,Molar
20120601,C4,4.80E-10,9761,Erlotinib,80,HCC1954,20120601_C4,13.25281324,3.070418889,Molar
20120601,C4,4.80E-10,9874,Erlotinib,96,HCC1954,20120601_C4,13.26941893,3.087024576,Molar
20120601,C5,1.95E-09,1030,Erlotinib,0,HCC1954,20120601_C5,10.00842862,0,Molar
20120601,C5,1.95E-09,1222,Erlotinib,8,HCC1954,20120601_C5,10.25502857,0.246599948,Molar
20120601,C5,1.95E-09,1965,Erlotinib,24,HCC1954,20120601_C5,10.9403136,0.931884975,Molar
20120601,C5,1.95E-09,2598,Erlotinib,32,HCC1954,20120601_C5,11.34318572,1.334757093,Molar
20120601,C5,1.95E-09,4198,Erlotinib,48,HCC1954,20120601_C5,12.03548645,2.027057829,Molar
20120601,C5,1.95E-09,5321,Erlotinib,56,HCC1954,20120601_C5,12.37748169,2.369053066,Molar
20120601,C5,1.95E-09,7691,Erlotinib,72,HCC1954,20120601_C5,12.90895548,2.900526855,Molar
20120601,C5,1.95E-09,8765,Erlotinib,80,HCC1954,20120601_C5,13.09753838,3.089109754,Molar
20120601,C5,1.95E-09,10220,Erlotinib,96,HCC1954,20120601_C5,13.31910758,3.310678954,Molar
20120601,C6,7.80E-09,923,Erlotinib,0,HCC1954,20120601_C6,9.850186838,0,Molar
20120601,C6,7.80E-09,1085,Erlotinib,8,HCC1954,20120601_C6,10.08347933,0.23329249,Molar
20120601,C6,7.80E-09,1764,Erlotinib,24,HCC1954,20120601_C6,10.78463485,0.934448008,Molar
20120601,C6,7.80E-09,2290,Erlotinib,32,HCC1954,20120601_C6,11.16113188,1.310945045,Molar
20120601,C6,7.80E-09,3615,Erlotinib,48,HCC1954,20120601_C6,11.81977993,1.969593094,Molar
20120601,C6,7.80E-09,4607,Erlotinib,56,HCC1954,20120601_C6,12.16961188,2.319425045,Molar
20120601,C6,7.80E-09,6588,Erlotinib,72,HCC1954,20120601_C6,12.68562484,2.835438002,Molar
20120601,C6,7.80E-09,7003,Erlotinib,80,HCC1954,20120601_C6,12.77375737,2.923570534,Molar
20120601,C6,7.80E-09,9373,Erlotinib,96,HCC1954,20120601_C6,13.19429517,3.34410833,Molar
20120601,C7,3.13E-08,1065,Erlotinib,0,HCC1954,20120601_C7,10.05663772,0,Molar
20120601,C7,3.13E-08,1289,Erlotinib,8,HCC1954,20120601_C7,10.33203655,0.275398833,Molar
20120601,C7,3.13E-08,2115,Erlotinib,24,HCC1954,20120601_C7,11.04644195,0.989804233,Molar
20120601,C7,3.13E-08,2622,Erlotinib,32,HCC1954,20120601_C7,11.35645197,1.299814255,Molar
20120601,C7,3.13E-08,4024,Erlotinib,48,HCC1954,20120601_C7,11.97441459,1.917776875,Molar
20120601,C7,3.13E-08,5288,Erlotinib,56,HCC1954,20120601_C7,12.36850646,2.311868746,Molar
20120601,C7,3.13E-08,7756,Erlotinib,72,HCC1954,20120601_C7,12.92109709,2.864459373,Molar
20120601,C7,3.13E-08,9059,Erlotinib,80,HCC1954,20120601_C7,13.14513609,3.088498373,Molar
20120601,C7,3.13E-08,8348,Erlotinib,96,HCC1954,20120601_C7,13.02721489,2.97057717,Molar
20120601,C8,1.25E-07,1192,Erlotinib,0,HCC1954,20120601_C8,10.21916852,0,Molar
20120601,C8,1.25E-07,1487,Erlotinib,8,HCC1954,20120601_C8,10.53818893,0.319020412,Molar
20120601,C8,1.25E-07,2424,Erlotinib,24,HCC1954,20120601_C8,11.24317398,1.024005463,Molar
20120601,C8,1.25E-07,3009,Erlotinib,32,HCC1954,20120601_C8,11.55506839,1.335899871,Molar
20120601,C8,1.25E-07,4819,Erlotinib,48,HCC1954,20120601_C8,12.23451809,2.015349565,Molar
20120601,C8,1.25E-07,6042,Erlotinib,56,HCC1954,20120601_C8,12.56081047,2.341641948,Molar
20120601,C8,1.25E-07,7707,Erlotinib,72,HCC1954,20120601_C8,12.91195368,2.692785155,Molar
20120601,C8,1.25E-07,8837,Erlotinib,80,HCC1954,20120601_C8,13.10934097,2.890172448,Molar
20120601,C8,1.25E-07,10397,Erlotinib,96,HCC1954,20120601_C8,13.34387969,3.124711165,Molar
20120601,C9,5.00E-07,1122,Erlotinib,0,HCC1954,20120601_C9,10.13185696,0,Molar
20120601,C9,5.00E-07,1443,Erlotinib,8,HCC1954,20120601_C9,10.49485558,0.362998624,Molar
20120601,C9,5.00E-07,2307,Erlotinib,24,HCC1954,20120601_C9,11.17180229,1.039945328,Molar
20120601,C9,5.00E-07,2843,Erlotinib,32,HCC1954,20120601_C9,11.47319838,1.341341423,Molar
20120601,C9,5.00E-07,4452,Erlotinib,48,HCC1954,20120601_C9,12.12023788,1.988380917,Molar
20120601,C9,5.00E-07,5320,Erlotinib,56,HCC1954,20120601_C9,12.37721053,2.24535357,Molar
20120601,C9,5.00E-07,7249,Erlotinib,72,HCC1954,20120601_C9,12.82356627,2.691709313,Molar
20120601,C9,5.00E-07,8023,Erlotinib,80,HCC1954,20120601_C9,12.96992608,2.838069121,Molar
20120601,C9,5.00E-07,8770,Erlotinib,96,HCC1954,20120601_C9,13.09836113,2.966504167,Molar
20120601,C10,2.00E-06,1097,Erlotinib,0,HCC1954,20120601_C10,10.09934781,0,Molar
20120601,C10,2.00E-06,1526,Erlotinib,8,HCC1954,20120601_C10,10.57553925,0.476191436,Molar
20120601,C10,2.00E-06,2470,Erlotinib,24,HCC1954,20120601_C10,11.27029533,1.170947516,Molar
20120601,C10,2.00E-06,2791,Erlotinib,32,HCC1954,20120601_C10,11.44656641,1.347218599,Molar
20120601,C10,2.00E-06,4064,Erlotinib,48,HCC1954,20120601_C10,11.98868469,1.889336876,Molar
20120601,C10,2.00E-06,4444,Erlotinib,56,HCC1954,20120601_C10,12.1176431,2.018295291,Molar
20120601,C10,2.00E-06,5633,Erlotinib,72,HCC1954,20120601_C10,12.45968776,2.360339946,Molar
20120601,C10,2.00E-06,6187,Erlotinib,80,HCC1954,20120601_C10,12.59502432,2.495676508,Molar
20120601,C10,2.00E-06,6880,Erlotinib,96,HCC1954,20120601_C10,12.74819285,2.648845039,Molar
20120601,C11,8.00E-06,939,Erlotinib,0,HCC1954,20120601_C11,9.874981348,0,Molar
20120601,C11,8.00E-06,1283,Erlotinib,8,HCC1954,20120601_C11,10.32530546,0.450324107,Molar
20120601,C11,8.00E-06,1968,Erlotinib,24,HCC1954,20120601_C11,10.94251451,1.067533158,Molar
20120601,C11,8.00E-06,2239,Erlotinib,32,HCC1954,20120601_C11,11.12863881,1.253657465,Molar
20120601,C11,8.00E-06,2835,Erlotinib,48,HCC1954,20120601_C11,11.46913302,1.594151672,Molar
20120601,C11,8.00E-06,3049,Erlotinib,56,HCC1954,20120601_C11,11.57412044,1.699139087,Molar
20120601,C11,8.00E-06,3395,Erlotinib,72,HCC1954,20120601_C11,11.72919586,1.854214511,Molar
20120601,C11,8.00E-06,3565,Erlotinib,80,HCC1954,20120601_C11,11.79968636,1.924705014,Molar
20120601,C11,8.00E-06,3874,Erlotinib,96,HCC1954,20120601_C11,11.91960824,2.044626891,Molar
20120331,D2,0,657,Lapatinib,0,HCC1954,20120331_D2,9.35974956,0,Molar
20120331,D2,0,739,Lapatinib,8,HCC1954,20120331_D2,9.529430554,0.169680994,Molar
20120331,D2,0,1163,Lapatinib,24,HCC1954,20120331_D2,10.18363538,0.823885821,Molar
20120331,D2,0,1378,Lapatinib,32,HCC1954,20120331_D2,10.42836017,1.068610612,Molar
20120331,D2,0,2307,Lapatinib,48,HCC1954,20120331_D2,11.17180229,1.812052728,Molar
20120331,D2,0,2624,Lapatinib,56,HCC1954,20120331_D2,11.357552,1.997802444,Molar
20120331,D2,0,4267,Lapatinib,72,HCC1954,20120331_D2,12.0590064,2.699256835,Molar
20120331,D2,0,5113,Lapatinib,80,HCC1954,20120331_D2,12.31995431,2.96020475,Molar
20120331,D2,0,7317,Lapatinib,96,HCC1954,20120331_D2,12.83703654,3.477286983,Molar
20120331,D3,6.25E-08,741,Lapatinib,0,HCC1954,20120331_D3,9.533329732,0,Molar
20120331,D3,6.25E-08,826,Lapatinib,8,HCC1954,20120331_D3,9.689997971,0.156668239,Molar
20120331,D3,6.25E-08,1350,Lapatinib,24,HCC1954,20120331_D3,10.39874369,0.86541396,Molar
20120331,D3,6.25E-08,1582,Lapatinib,32,HCC1954,20120331_D3,10.62753388,1.094204152,Molar
20120331,D3,6.25E-08,2381,Lapatinib,48,HCC1954,20120331_D3,11.21735191,1.684022173,Molar
20120331,D3,6.25E-08,2718,Lapatinib,56,HCC1954,20120331_D3,11.40832974,1.875000008,Molar
