Expt,Well,Subline,Time_h,Cell.count,Condition,FUCCI.cells,UID,l2,cc,nl2
X20120612,G05,DS4,48.23999999,111,Erlotinib,5,DS4_X20120612_Erlotinib_G05,6.794415866,DS4_Erlotinib,1.30256277
X20120612,G05,DS4,49.24499999,111,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.794415866,DS4_Erlotinib,1.30256277
X20120612,G05,DS4,50.24999999,111,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.794415866,DS4_Erlotinib,1.30256277
X20120612,G05,DS4,51.25499999,111,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.794415866,DS4_Erlotinib,1.30256277
X20120612,G05,DS4,52.25999999,113,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.820178962,DS4_Erlotinib,1.328325866
X20120612,G05,DS4,53.26499999,113,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.820178962,DS4_Erlotinib,1.328325866
X20120612,G05,DS4,54.26999999,115,Erlotinib,8,DS4_X20120612_Erlotinib_G05,6.845490051,DS4_Erlotinib,1.353636955
X20120612,G05,DS4,55.27499999,115,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.845490051,DS4_Erlotinib,1.353636955
X20120612,G05,DS4,56.27999999,112,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.807354922,DS4_Erlotinib,1.315501826
X20120612,G05,DS4,57.28499999,110,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.781359714,DS4_Erlotinib,1.289506617
X20120612,G05,DS4,58.28999999,111,Erlotinib,5,DS4_X20120612_Erlotinib_G05,6.794415866,DS4_Erlotinib,1.30256277
X20120612,G05,DS4,59.29499999,117,Erlotinib,5,DS4_X20120612_Erlotinib_G05,6.87036472,DS4_Erlotinib,1.378511623
X20120612,G05,DS4,60.29999999,118,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.882643049,DS4_Erlotinib,1.390789953
X20120612,G05,DS4,61.30499999,117,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.87036472,DS4_Erlotinib,1.378511623
X20120612,G05,DS4,62.30999999,117,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.87036472,DS4_Erlotinib,1.378511623
X20120612,G05,DS4,63.31499999,120,Erlotinib,9,DS4_X20120612_Erlotinib_G05,6.906890596,DS4_Erlotinib,1.415037499
X20120612,G05,DS4,64.31999999,119,Erlotinib,10,DS4_X20120612_Erlotinib_G05,6.894817763,DS4_Erlotinib,1.402964667
X20120612,G05,DS4,65.32499999,121,Erlotinib,10,DS4_X20120612_Erlotinib_G05,6.918863237,DS4_Erlotinib,1.427010141
X20120612,G05,DS4,66.32999999,121,Erlotinib,10,DS4_X20120612_Erlotinib_G05,6.918863237,DS4_Erlotinib,1.427010141
X20120612,G05,DS4,67.33499999,121,Erlotinib,11,DS4_X20120612_Erlotinib_G05,6.918863237,DS4_Erlotinib,1.427010141
X20120612,G05,DS4,68.33999999,119,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.894817763,DS4_Erlotinib,1.402964667
X20120612,G05,DS4,69.34499999,118,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.882643049,DS4_Erlotinib,1.390789953
X20120612,G05,DS4,70.34999999,122,Erlotinib,4,DS4_X20120612_Erlotinib_G05,6.930737338,DS4_Erlotinib,1.438884241
X20120612,G05,DS4,71.35499999,121,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.918863237,DS4_Erlotinib,1.427010141
X20120612,G05,DS4,72.35999999,121,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.918863237,DS4_Erlotinib,1.427010141
X20120612,G05,DS4,73.36499999,127,Erlotinib,7,DS4_X20120612_Erlotinib_G05,6.988684687,DS4_Erlotinib,1.49683159
X20120612,G05,DS4,74.36999999,127,Erlotinib,8,DS4_X20120612_Erlotinib_G05,6.988684687,DS4_Erlotinib,1.49683159
X20120612,G05,DS4,75.37499999,126,Erlotinib,6,DS4_X20120612_Erlotinib_G05,6.977279923,DS4_Erlotinib,1.485426827
X20120612,G05,DS4,76.37999999,129,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.011227255,DS4_Erlotinib,1.519374159
X20120612,G05,DS4,77.38499999,128,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7,DS4_Erlotinib,1.508146904
X20120612,G05,DS4,78.38999999,127,Erlotinib,12,DS4_X20120612_Erlotinib_G05,6.988684687,DS4_Erlotinib,1.49683159
X20120612,G05,DS4,79.39499999,127,Erlotinib,12,DS4_X20120612_Erlotinib_G05,6.988684687,DS4_Erlotinib,1.49683159
X20120612,G05,DS4,80.39999999,127,Erlotinib,12,DS4_X20120612_Erlotinib_G05,6.988684687,DS4_Erlotinib,1.49683159
X20120612,G05,DS4,81.40499999,124,Erlotinib,12,DS4_X20120612_Erlotinib_G05,6.95419631,DS4_Erlotinib,1.462343214
X20120612,G05,DS4,82.40999999,128,Erlotinib,13,DS4_X20120612_Erlotinib_G05,7,DS4_Erlotinib,1.508146904
X20120612,G05,DS4,83.41499999,127,Erlotinib,12,DS4_X20120612_Erlotinib_G05,6.988684687,DS4_Erlotinib,1.49683159
X20120612,G05,DS4,84.41999999,129,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.011227255,DS4_Erlotinib,1.519374159
X20120612,G05,DS4,85.42499999,128,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7,DS4_Erlotinib,1.508146904
X20120612,G05,DS4,86.42999999,130,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.022367813,DS4_Erlotinib,1.530514717
X20120612,G05,DS4,87.43499999,133,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.055282436,DS4_Erlotinib,1.563429339
X20120612,G05,DS4,88.43999999,131,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.033423002,DS4_Erlotinib,1.541569905
X20120612,G05,DS4,89.44499999,133,Erlotinib,6,DS4_X20120612_Erlotinib_G05,7.055282436,DS4_Erlotinib,1.563429339
X20120612,G05,DS4,90.44999999,138,Erlotinib,4,DS4_X20120612_Erlotinib_G05,7.108524457,DS4_Erlotinib,1.61667136
X20120612,G05,DS4,91.45499999,139,Erlotinib,1,DS4_X20120612_Erlotinib_G05,7.118941073,DS4_Erlotinib,1.627087976
X20120612,G05,DS4,92.45999999,138,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.108524457,DS4_Erlotinib,1.61667136
X20120612,G05,DS4,93.46499999,141,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.139551352,DS4_Erlotinib,1.647698256
X20120612,G05,DS4,94.46999999,143,Erlotinib,1,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,95.47499999,143,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,96.47999999,145,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.17990909,DS4_Erlotinib,1.688055994
X20120612,G05,DS4,97.48499999,144,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,98.48999999,143,Erlotinib,1,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,99.49499999,145,Erlotinib,1,DS4_X20120612_Erlotinib_G05,7.17990909,DS4_Erlotinib,1.688055994
X20120612,G05,DS4,100.5,143,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,101.505,142,Erlotinib,0,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,102.51,143,Erlotinib,1,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,103.515,142,Erlotinib,1,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,104.52,143,Erlotinib,2,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,105.525,142,Erlotinib,4,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,106.53,143,Erlotinib,7,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,107.535,143,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,108.54,144,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,109.545,142,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,110.55,142,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,111.555,142,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,112.56,143,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,113.565,144,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,114.57,142,Erlotinib,11,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,115.575,147,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.199672345,DS4_Erlotinib,1.707819249
X20120612,G05,DS4,116.58,144,Erlotinib,11,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,117.585,143,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,118.59,143,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.159871337,DS4_Erlotinib,1.66801824
X20120612,G05,DS4,119.595,147,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.199672345,DS4_Erlotinib,1.707819249
X20120612,G05,DS4,120.6,144,Erlotinib,11,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,121.605,144,Erlotinib,11,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,122.61,142,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.14974712,DS4_Erlotinib,1.657894023
X20120612,G05,DS4,123.615,144,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.169925001,DS4_Erlotinib,1.678071905
X20120612,G05,DS4,124.62,141,Erlotinib,11,DS4_X20120612_Erlotinib_G05,7.139551352,DS4_Erlotinib,1.647698256
X20120612,G05,DS4,125.625,146,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.189824559,DS4_Erlotinib,1.697971463
X20120612,G05,DS4,126.63,146,Erlotinib,7,DS4_X20120612_Erlotinib_G05,7.189824559,DS4_Erlotinib,1.697971463
X20120612,G05,DS4,127.635,147,Erlotinib,12,DS4_X20120612_Erlotinib_G05,7.199672345,DS4_Erlotinib,1.707819249
X20120612,G05,DS4,128.64,152,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.247927513,DS4_Erlotinib,1.756074417
X20120612,G05,DS4,129.645,151,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.238404739,DS4_Erlotinib,1.746551643
X20120612,G05,DS4,130.65,152,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.247927513,DS4_Erlotinib,1.756074417
X20120612,G05,DS4,131.655,153,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.257387843,DS4_Erlotinib,1.765534746
X20120612,G05,DS4,132.66,152,Erlotinib,7,DS4_X20120612_Erlotinib_G05,7.247927513,DS4_Erlotinib,1.756074417
X20120612,G05,DS4,133.665,154,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.266786541,DS4_Erlotinib,1.774933444
X20120612,G05,DS4,134.67,154,Erlotinib,6,DS4_X20120612_Erlotinib_G05,7.266786541,DS4_Erlotinib,1.774933444
X20120612,G05,DS4,135.675,154,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.266786541,DS4_Erlotinib,1.774933444
X20120612,G05,DS4,136.68,159,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.312882955,DS4_Erlotinib,1.821029859
X20120612,G05,DS4,137.685,160,Erlotinib,7,DS4_X20120612_Erlotinib_G05,7.321928095,DS4_Erlotinib,1.830074999
X20120612,G05,DS4,138.69,162,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.339850003,DS4_Erlotinib,1.847996907
X20120612,G05,DS4,139.695,156,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.285402219,DS4_Erlotinib,1.793549123
X20120612,G05,DS4,140.7,156,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.285402219,DS4_Erlotinib,1.793549123
X20120612,G05,DS4,141.705,155,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.276124405,DS4_Erlotinib,1.784271309
X20120612,G05,DS4,142.71,154,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.266786541,DS4_Erlotinib,1.774933444
X20120612,G05,DS4,143.715,155,Erlotinib,8,DS4_X20120612_Erlotinib_G05,7.276124405,DS4_Erlotinib,1.784271309
X20120612,G05,DS4,144.72,156,Erlotinib,10,DS4_X20120612_Erlotinib_G05,7.285402219,DS4_Erlotinib,1.793549123
X20120612,G05,DS4,145.725,156,Erlotinib,9,DS4_X20120612_Erlotinib_G05,7.285402219,DS4_Erlotinib,1.793549123
