"Column","Row","Cell.count","Time","Well","nl2","date","cellLine","drug","conc","Seeding.density"
5,"B",1231,7.5144,"B05",0.166267236081264,"20141009","SKMEL5","PLX",8,10000
5,"B",1479,22.1128,"B05",0.431058526695875,"20141009","SKMEL5","PLX",8,10000
5,"B",1470,26.8775,"B05",0.422252629320534,"20141009","SKMEL5","PLX",8,10000
5,"B",1460,30.9675,"B05",0.412404843364186,"20141009","SKMEL5","PLX",8,10000
5,"B",1227,45.9317,"B05",0.161571723259712,"20141009","SKMEL5","PLX",8,10000
5,"B",1137,51.8425,"B05",0.0516687284890551,"20141009","SKMEL5","PLX",8,10000
5,"B",942,76.1086,"B05",-0.219764560790409,"20141009","SKMEL5","PLX",8,10000
5,"B",1199,82.8944,"B05",0.12826813301103,"20141009","SKMEL5","PLX",8,10000
5,"B",1286,94.8019,"B05",0.229327116924754,"20141009","SKMEL5","PLX",8,10000
5,"B",1371,104.9081,"B05",0.321665045376033,"20141009","SKMEL5","PLX",8,10000
5,"B",1534,121.6367,"B05",0.48373495709974,"20141009","SKMEL5","PLX",8,10000
5,"B",1600,142.8775,"B05",0.544508379371532,"20141009","SKMEL5","PLX",8,10000
5,"B",1626,149.7772,"B05",0.567763731671834,"20141009","SKMEL5","PLX",8,10000
6,"B",1205,0,"B06",0,"20141009","SKMEL5","PLX",8,10000
6,"B",1405,7.5144,"B06",0.221536983990964,"20141009","SKMEL5","PLX",8,10000
6,"B",1685,22.1128,"B06",0.483715444951896,"20141009","SKMEL5","PLX",8,10000
6,"B",1629,26.8775,"B06",0.434953457408193,"20141009","SKMEL5","PLX",8,10000
6,"B",1612,30.9675,"B06",0.419818597410643,"20141009","SKMEL5","PLX",8,10000
6,"B",1344,45.9317,"B06",0.157499991661435,"20141009","SKMEL5","PLX",8,10000
6,"B",1268,51.8425,"B06",0.073521599022083,"20141009","SKMEL5","PLX",8,10000
6,"B",1070,76.1086,"B06",-0.171422349828815,"20141009","SKMEL5","PLX",8,10000
6,"B",1307,82.8944,"B06",0.117225994678108,"20141009","SKMEL5","PLX",8,10000
6,"B",1448,94.8019,"B06",0.265028455965881,"20141009","SKMEL5","PLX",8,10000
6,"B",1554,104.9081,"B06",0.366953357290386,"20141009","SKMEL5","PLX",8,10000
6,"B",1752,121.6367,"B06",0.539969628483849,"20141009","SKMEL5","PLX",8,10000
6,"B",1871,142.8775,"B06",0.634776412123459,"20141009","SKMEL5","PLX",8,10000
6,"B",2005,149.7772,"B06",0.734569090224959,"20141009","SKMEL5","PLX",8,10000
7,"B",1279,0,"B07",0,"20141009","SKMEL5","PLX",8,10000
7,"B",1481,7.5144,"B07",0.21155537640721,"20141009","SKMEL5","PLX",8,10000
7,"B",1761,22.1128,"B07",0.461378644949571,"20141009","SKMEL5","PLX",8,10000
7,"B",1780,26.8775,"B07",0.476860976972123,"20141009","SKMEL5","PLX",8,10000
7,"B",1757,30.9675,"B07",0.458097927126738,"20141009","SKMEL5","PLX",8,10000
7,"B",1427,45.9317,"B07",0.157969070594126,"20141009","SKMEL5","PLX",8,10000
7,"B",1338,51.8425,"B07",0.0650618517598236,"20141009","SKMEL5","PLX",8,10000
7,"B",1279,76.1086,"B07",0,"20141009","SKMEL5","PLX",8,10000
7,"B",1552,82.8944,"B07",0.27911229330549,"20141009","SKMEL5","PLX",8,10000
7,"B",1555,94.8019,"B07",0.281898316136328,"20141009","SKMEL5","PLX",8,10000
7,"B",1805,104.9081,"B07",0.496982572892897,"20141009","SKMEL5","PLX",8,10000
7,"B",2033,121.6367,"B07",0.668593950963094,"20141009","SKMEL5","PLX",8,10000
7,"B",2256,142.8775,"B07",0.818750803517156,"20141009","SKMEL5","PLX",8,10000
7,"B",2318,149.7772,"B07",0.857864302124835,"20141009","SKMEL5","PLX",8,10000
2,"C",753,0,"C02",0,"20141009","SKMEL5","PLX",0,5000
2,"C",819,7.5144,"C02",0.12121358696908,"20141009","SKMEL5","PLX",0,5000
2,"C",1152,22.1128,"C02",0.613418946770384,"20141009","SKMEL5","PLX",0,5000
2,"C",1243,26.8775,"C02",0.723104526380556,"20141009","SKMEL5","PLX",0,5000
2,"C",1386,30.9675,"C02",0.880205487465286,"20141009","SKMEL5","PLX",0,5000
2,"C",1894,45.9317,"C02",1.33071456079646,"20141009","SKMEL5","PLX",0,5000
2,"C",2041,51.8425,"C02",1.43855441236079,"20141009","SKMEL5","PLX",0,5000
2,"C",3389,76.1086,"C02",2.17013786681207,"20141009","SKMEL5","PLX",0,5000
2,"C",3972,82.8944,"C02",2.39914385285645,"20141009","SKMEL5","PLX",0,5000
2,"C",4781,94.8019,"C02",2.66659063567577,"20141009","SKMEL5","PLX",0,5000
2,"C",6193,104.9081,"C02",3.0399166760456,"20141009","SKMEL5","PLX",0,5000
2,"C",8617,121.6367,"C02",3.51646391387013,"20141009","SKMEL5","PLX",0,5000
2,"C",13624,142.8775,"C02",4.17735666500661,"20141009","SKMEL5","PLX",0,5000
2,"C",15427,149.7772,"C02",4.35666386145083,"20141009","SKMEL5","PLX",0,5000
3,"C",655,0,"C03",0,"20141009","SKMEL5","PLX",0,5000
3,"C",758,7.5144,"C03",0.21070294174628,"20141009","SKMEL5","PLX",0,5000
3,"C",1050,22.1128,"C03",0.680822516128673,"20141009","SKMEL5","PLX",0,5000
3,"C",1125,26.8775,"C03",0.780358189679587,"20141009","SKMEL5","PLX",0,5000
3,"C",1175,30.9675,"C03",0.843093945027551,"20141009","SKMEL5","PLX",0,5000
3,"C",1705,45.9317,"C03",1.38020492748672,"20141009","SKMEL5","PLX",0,5000
3,"C",1774,51.8425,"C03",1.43743919787625,"20141009","SKMEL5","PLX",0,5000
3,"C",2898,76.1086,"C03",2.14549078313212,"20141009","SKMEL5","PLX",0,5000
3,"C",3520,82.8944,"C03",2.42600861709985,"20141009","SKMEL5","PLX",0,5000
3,"C",4363,94.8019,"C03",2.73575366195169,"20141009","SKMEL5","PLX",0,5000
3,"C",5402,104.9081,"C03",3.04392682808415,"20141009","SKMEL5","PLX",0,5000
3,"C",7667,121.6367,"C03",3.54909536808091,"20141009","SKMEL5","PLX",0,5000
3,"C",11830,142.8775,"C03",4.17481135680234,"20141009","SKMEL5","PLX",0,5000
3,"C",13513,149.7772,"C03",4.36670928381721,"20141009","SKMEL5","PLX",0,5000
4,"C",596,0,"C04",0,"20141009","SKMEL5","PLX",8,5000
4,"C",697,7.5144,"C04",0.225846325406261,"20141009","SKMEL5","PLX",8,5000
4,"C",834,22.1128,"C04",0.484735052982501,"20141009","SKMEL5","PLX",8,5000
4,"C",854,26.8775,"C04",0.518923739158328,"20141009","SKMEL5","PLX",8,5000
4,"C",814,30.9675,"C04",0.449716463804085,"20141009","SKMEL5","PLX",8,5000
4,"C",683,45.9317,"C04",0.196573247827928,"20141009","SKMEL5","PLX",8,5000
4,"C",647,51.8425,"C04",0.118453381530346,"20141009","SKMEL5","PLX",8,5000
4,"C",487,76.1086,"C04",-0.29139055837982,"20141009","SKMEL5","PLX",8,5000
4,"C",641,82.8944,"C04",0.105012026156579,"20141009","SKMEL5","PLX",8,5000
4,"C",659,94.8019,"C04",0.144966134545889,"20141009","SKMEL5","PLX",8,5000
4,"C",719,104.9081,"C04",0.270679439977135,"20141009","SKMEL5","PLX",8,5000
4,"C",803,121.6367,"C04",0.430087657055152,"20141009","SKMEL5","PLX",8,5000
4,"C",930,142.8775,"C04",0.641918385533232,"20141009","SKMEL5","PLX",8,5000
4,"C",929,149.7772,"C04",0.640366265920491,"20141009","SKMEL5","PLX",8,5000
5,"C",782,0,"C05",0,"20141009","SKMEL5","PLX",8,5000
5,"C",861,7.5144,"C05",0.138844630089491,"20141009","SKMEL5","PLX",8,5000
5,"C",1012,22.1128,"C05",0.371968777386957,"20141009","SKMEL5","PLX",8,5000
5,"C",1038,26.8775,"C05",0.408565931050529,"20141009","SKMEL5","PLX",8,5000
5,"C",1020,30.9675,"C05",0.383328639551506,"20141009","SKMEL5","PLX",8,5000
5,"C",854,45.9317,"C05",0.127067462313137,"20141009","SKMEL5","PLX",8,5000
5,"C",789,51.8425,"C05",0.0128566927061051,"20141009","SKMEL5","PLX",8,5000
5,"C",697,76.1086,"C05",-0.16600995143893,"20141009","SKMEL5","PLX",8,5000
5,"C",879,82.8944,"C05",0.168694557836051,"20141009","SKMEL5","PLX",8,5000
5,"C",963,94.8019,"C05",0.300367190536106,"20141009","SKMEL5","PLX",8,5000
5,"C",1032,104.9081,"C05",0.400202458115901,"20141009","SKMEL5","PLX",8,5000
5,"C",1149,121.6367,"C05",0.55513828533876,"20141009","SKMEL5","PLX",8,5000
5,"C",1359,142.8775,"C05",0.797304943460038,"20141009","SKMEL5","PLX",8,5000
5,"C",1322,149.7772,"C05",0.757481664200339,"20141009","SKMEL5","PLX",8,5000
6,"C",715,0,"C06",0,"20141009","SKMEL5","PLX",8,5000
6,"C",812,7.5144,"C06",0.183536485519424,"20141009","SKMEL5","PLX",8,5000
6,"C",959,22.1128,"C06",0.423587573352378,"20141009","SKMEL5","PLX",8,5000
6,"C",983,26.8775,"C06",0.459248174674828,"20141009","SKMEL5","PLX",8,5000
6,"C",927,30.9675,"C06",0.374626096959778,"20141009","SKMEL5","PLX",8,5000
6,"C",778,45.9317,"C06",0.12182691332044,"20141009","SKMEL5","PLX",8,5000
6,"C",749,51.8425,"C06",0.0670224767929977,"20141009","SKMEL5","PLX",8,5000
6,"C",513,76.1086,"C06",-0.478984416058699,"20141009","SKMEL5","PLX",8,5000
6,"C",643,82.8944,"C06",-0.153124504337805,"20141009","SKMEL5","PLX",8,5000
6,"C",638,94.8019,"C06",-0.164386817900883,"20141009","SKMEL5","PLX",8,5000
6,"C",726,104.9081,"C06",0.0220263063299981,"20141009","SKMEL5","PLX",8,5000
6,"C",774,121.6367,"C06",0.114390324478657,"20141009","SKMEL5","PLX",8,5000
6,"C",925,142.8775,"C06",0.371510123737922,"20141009","SKMEL5","PLX",8,5000
6,"C",938,149.7772,"C06",0.391644680849623,"20141009","SKMEL5","PLX",8,5000
7,"C",700,0,"C07",0,"20141009","SKMEL5","PLX",8,5000
7,"C",796,7.5144,"C07",0.185413508711321,"20141009","SKMEL5","PLX",8,5000
7,"C",942,22.1128,"C07",0.428372137780455,"20141009","SKMEL5","PLX",8,5000
7,"C",897,26.8775,"C07",0.357753063086932,"20141009","SKMEL5","PLX",8,5000
7,"C",878,30.9675,"C07",0.326866017703029,"20141009","SKMEL5","PLX",8,5000
7,"C",770,45.9317,"C07",0.137503523749935,"20141009","SKMEL5","PLX",8,5000
7,"C",725,51.8425,"C07",0.0506260730699672,"20141009","SKMEL5","PLX",8,5000
7,"C",459,76.1086,"C07",-0.608860768418522,"20141009","SKMEL5","PLX",8,5000
7,"C",596,82.8944,"C07",-0.232042591370167,"20141009","SKMEL5","PLX",8,5000
7,"C",618,94.8019,"C07",-0.179748083927954,"20141009","SKMEL5","PLX",8,5000
7,"C",722,104.9081,"C07",0.0446439150548414,"20141009","SKMEL5","PLX",8,5000
7,"C",786,121.6367,"C07",0.167174390426277,"20141009","SKMEL5","PLX",8,5000
7,"C",895,142.8775,"C07",0.354532760319289,"20141009","SKMEL5","PLX",8,5000
7,"C",988,149.7772,"C07",0.497156119752349,"20141009","SKMEL5","PLX",8,5000
2,"D",385,0,"D02",0,"20141009","SKMEL5","PLX",0,2500
2,"D",438,7.5144,"D02",0.18607242401891,"20141009","SKMEL5","PLX",0,2500
2,"D",529,22.1128,"D02",0.458409276531762,"20141009","SKMEL5","PLX",0,2500
2,"D",614,26.8775,"D02",0.673380209787915,"20141009","SKMEL5","PLX",0,2500
2,"D",662,30.9675,"D02",0.781972771224954,"20141009","SKMEL5","PLX",0,2500
2,"D",901,45.9317,"D02",1.22666866023127,"20141009","SKMEL5","PLX",0,2500
2,"D",960,51.8425,"D02",1.31817596002625,"20141009","SKMEL5","PLX",0,2500
2,"D",1464,76.1086,"D02",1.92698520270178,"20141009","SKMEL5","PLX",0,2500
2,"D",1755,82.8944,"D02",2.18854067960966,"20141009","SKMEL5","PLX",0,2500
2,"D",2308,94.8019,"D02",2.58371287306322,"20141009","SKMEL5","PLX",0,2500
2,"D",2888,104.9081,"D02",2.90714039130491,"20141009","SKMEL5","PLX",0,2500
2,"D",3799,121.6367,"D02",3.30268936108276,"20141009","SKMEL5","PLX",0,2500
2,"D",6067,142.8775,"D02",3.97805296045065,"20141009","SKMEL5","PLX",0,2500
2,"D",7274,149.7772,"D02",4.23981857487335,"20141009","SKMEL5","PLX",0,2500
3,"D",375,0,"D03",0,"20141009","SKMEL5","PLX",0,2500
3,"D",424,7.5144,"D03",0.177173669179956,"20141009","SKMEL5","PLX",0,2500
3,"D",583,22.1128,"D03",0.636605287817254,"20141009","SKMEL5","PLX",0,2500
3,"D",647,26.8775,"D03",0.786875116609265,"20141009","SKMEL5","PLX",0,2500
3,"D",685,30.9675,"D03",0.869213392464646,"20141009","SKMEL5","PLX",0,2500
3,"D",926,45.9317,"D03",1.30412159787699,"20141009","SKMEL5","PLX",0,2500
3,"D",1005,51.8425,"D03",1.42223300068305,"20141009","SKMEL5","PLX",0,2500
3,"D",1522,76.1086,"D03",2.0210058581203,"20141009","SKMEL5","PLX",0,2500
3,"D",1820,82.8944,"D03",2.27897594970282,"20141009","SKMEL5","PLX",0,2500
3,"D",2257,94.8019,"D03",2.58944391780859,"20141009","SKMEL5","PLX",0,2500
3,"D",2895,104.9081,"D03",2.94860084749336,"20141009","SKMEL5","PLX",0,2500
3,"D",4042,121.6367,"D03",3.43010682099649,"20141009","SKMEL5","PLX",0,2500
3,"D",6186,142.8775,"D03",4.04404433270602,"20141009","SKMEL5","PLX",0,2500
3,"D",6947,149.7772,"D03",4.21142759660986,"20141009","SKMEL5","PLX",0,2500
4,"D",364,0,"D04",0,"20141009","SKMEL5","PLX",8,2500
4,"D",410,7.5144,"D04",0.171685459306749,"20141009","SKMEL5","PLX",8,2500
4,"D",496,22.1128,"D04",0.446401670188179,"20141009","SKMEL5","PLX",8,2500
4,"D",508,26.8775,"D04",0.480890046573469,"20141009","SKMEL5","PLX",8,2500
4,"D",463,30.9675,"D04",0.347073743061539,"20141009","SKMEL5","PLX",8,2500
4,"D",389,45.9317,"D04",0.0958317047874964,"20141009","SKMEL5","PLX",8,2500
4,"D",363,51.8425,"D04",-0.00396890220294566,"20141009","SKMEL5","PLX",8,2500
4,"D",286,76.1086,"D04",-0.347923303420307,"20141009","SKMEL5","PLX",8,2500
4,"D",316,82.8944,"D04",-0.204013892021594,"20141009","SKMEL5","PLX",8,2500
4,"D",380,94.8019,"D04",0.0620609681322524,"20141009","SKMEL5","PLX",8,2500
4,"D",418,104.9081,"D04",0.199564491882187,"20141009","SKMEL5","PLX",8,2500
4,"D",473,121.6367,"D04",0.377901733140698,"20141009","SKMEL5","PLX",8,2500
4,"D",537,142.8775,"D04",0.560983637786716,"20141009","SKMEL5","PLX",8,2500
4,"D",532,149.7772,"D04",0.547487795302493,"20141009","SKMEL5","PLX",8,2500
5,"D",335,0,"D05",0,"20141009","SKMEL5","PLX",8,2500
5,"D",364,7.5144,"D05",0.119777354853561,"20141009","SKMEL5","PLX",8,2500
5,"D",449,22.1128,"D05",0.422554349396011,"20141009","SKMEL5","PLX",8,2500
5,"D",452,26.8775,"D05",0.432161677070052,"20141009","SKMEL5","PLX",8,2500
5,"D",411,30.9675,"D05",0.294977298336548,"20141009","SKMEL5","PLX",8,2500
5,"D",346,45.9317,"D05",0.0466109422915899,"20141009","SKMEL5","PLX",8,2500
5,"D",343,51.8425,"D05",0.0340474808276774,"20141009","SKMEL5","PLX",8,2500
5,"D",287,76.1086,"D05",-0.223110358669448,"20141009","SKMEL5","PLX",8,2500
5,"D",334,82.8944,"D05",-0.00431299287108367,"20141009","SKMEL5","PLX",8,2500
5,"D",354,94.8019,"D05",0.0795882647378612,"20141009","SKMEL5","PLX",8,2500
5,"D",379,104.9081,"D05",0.178036752825957,"20141009","SKMEL5","PLX",8,2500
5,"D",412,121.6367,"D05",0.298483241838083,"20141009","SKMEL5","PLX",8,2500
5,"D",514,142.8775,"D05",0.617607263848743,"20141009","SKMEL5","PLX",8,2500
5,"D",530,149.7772,"D05",0.661831264105427,"20141009","SKMEL5","PLX",8,2500
6,"D",382,0,"D06",0,"20141009","SKMEL5","PLX",8,2500
6,"D",454,7.5144,"D06",0.249119659255165,"20141009","SKMEL5","PLX",8,2500
6,"D",535,22.1128,"D06",0.48596625325276,"20141009","SKMEL5","PLX",8,2500
6,"D",526,26.8775,"D06",0.461490161256553,"20141009","SKMEL5","PLX",8,2500
6,"D",494,30.9675,"D06",0.370938403548928,"20141009","SKMEL5","PLX",8,2500
6,"D",410,45.9317,"D06",0.102051271469696,"20141009","SKMEL5","PLX",8,2500
6,"D",378,51.8425,"D06",-0.0151864038146776,"20141009","SKMEL5","PLX",8,2500
6,"D",291,76.1086,"D06",-0.392553485127467,"20141009","SKMEL5","PLX",8,2500
6,"D",364,82.8944,"D06",-0.0696341878370532,"20141009","SKMEL5","PLX",8,2500
6,"D",369,94.8019,"D06",-0.0499518219753536,"20141009","SKMEL5","PLX",8,2500
6,"D",381,104.9081,"D06",-0.00378164054242802,"20141009","SKMEL5","PLX",8,2500
6,"D",407,121.6367,"D06",0.0914561562304979,"20141009","SKMEL5","PLX",8,2500
6,"D",470,142.8775,"D06",0.29908811852925,"20141009","SKMEL5","PLX",8,2500
6,"D",463,149.7772,"D06",0.277439555224486,"20141009","SKMEL5","PLX",8,2500
7,"D",343,0,"D07",0,"20141009","SKMEL5","PLX",8,2500
7,"D",358,7.5144,"D07",0.0617510110914434,"20141009","SKMEL5","PLX",8,2500
7,"D",437,22.1128,"D07",0.349424703327786,"20141009","SKMEL5","PLX",8,2500
7,"D",449,26.8775,"D07",0.388506868568333,"20141009","SKMEL5","PLX",8,2500
7,"D",431,30.9675,"D07",0.329479292916286,"20141009","SKMEL5","PLX",8,2500
7,"D",366,45.9317,"D07",0.0936350721112298,"20141009","SKMEL5","PLX",8,2500
7,"D",342,51.8425,"D07",-0.0042122512869156,"20141009","SKMEL5","PLX",8,2500
7,"D",277,76.1086,"D07",-0.308322600123624,"20141009","SKMEL5","PLX",8,2500
7,"D",323,82.8944,"D07",-0.0866744114788887,"20141009","SKMEL5","PLX",8,2500
7,"D",369,94.8019,"D07",0.105412239887583,"20141009","SKMEL5","PLX",8,2500
7,"D",400,104.9081,"D07",0.221791423601912,"20141009","SKMEL5","PLX",8,2500
7,"D",474,121.6367,"D07",0.466678482725445,"20141009","SKMEL5","PLX",8,2500
7,"D",511,142.8775,"D07",0.575114714764808,"20141009","SKMEL5","PLX",8,2500
7,"D",492,149.7772,"D07",0.520449739166427,"20141009","SKMEL5","PLX",8,2500
2,"E",176,0,"E02",0,"20141009","SKMEL5","PLX",0,1250
2,"E",221,7.5144,"E02",0.328470940754134,"20141009","SKMEL5","PLX",0,1250
2,"E",284,22.1128,"E02",0.690315500867384,"20141009","SKMEL5","PLX",0,1250
2,"E",299,26.8775,"E02",0.764570055560807,"20141009","SKMEL5","PLX",0,1250
2,"E",318,30.9675,"E02",0.853451336647058,"20141009","SKMEL5","PLX",0,1250
2,"E",464,45.9317,"E02",1.39854937649028,"20141009","SKMEL5","PLX",0,1250
2,"E",489,51.8425,"E02",1.47425903631494,"20141009","SKMEL5","PLX",0,1250
2,"E",714,76.1086,"E02",2.0203486453918,"20141009","SKMEL5","PLX",0,1250
2,"E",872,82.8944,"E02",2.30875270613963,"20141009","SKMEL5","PLX",0,1250
2,"E",1032,94.8019,"E02",2.55179563678596,"20141009","SKMEL5","PLX",0,1250
2,"E",1393,104.9081,"E02",2.98454792396396,"20141009","SKMEL5","PLX",0,1250
2,"E",1918,121.6367,"E02",3.44595538638083,"20141009","SKMEL5","PLX",0,1250
2,"E",2918,142.8775,"E02",4.05133254928059,"20141009","SKMEL5","PLX",0,1250
2,"E",3341,149.7772,"E02",4.24663264869767,"20141009","SKMEL5","PLX",0,1250
3,"E",174,0,"E03",0,"20141009","SKMEL5","PLX",0,1250
3,"E",208,7.5144,"E03",0.257496222292364,"20141009","SKMEL5","PLX",0,1250
3,"E",260,22.1128,"E03",0.579424317179726,"20141009","SKMEL5","PLX",0,1250
3,"E",284,26.8775,"E03",0.706803623655953,"20141009","SKMEL5","PLX",0,1250
3,"E",316,30.9675,"E03",0.860837252328374,"20141009","SKMEL5","PLX",0,1250
3,"E",394,45.9317,"E03",1.17910832360765,"20141009","SKMEL5","PLX",0,1250
3,"E",435,51.8425,"E03",1.32192809488736,"20141009","SKMEL5","PLX",0,1250
3,"E",703,76.1086,"E03",2.01443738322381,"20141009","SKMEL5","PLX",0,1250
3,"E",819,82.8944,"E03",2.23477614579228,"20141009","SKMEL5","PLX",0,1250
3,"E",1091,94.8019,"E03",2.64849189047488,"20141009","SKMEL5","PLX",0,1250
3,"E",1359,104.9081,"E03",2.96538624491866,"20141009","SKMEL5","PLX",0,1250
3,"E",1856,121.6367,"E03",3.41503749927884,"20141009","SKMEL5","PLX",0,1250
3,"E",2949,142.8775,"E03",4.08306661121301,"20141009","SKMEL5","PLX",0,1250
3,"E",3443,149.7772,"E03",4.30650696972119,"20141009","SKMEL5","PLX",0,1250
4,"E",178,0,"E04",0,"20141009","SKMEL5","PLX",8,1250
4,"E",212,7.5144,"E04",0.252187023596801,"20141009","SKMEL5","PLX",8,1250
4,"E",245,22.1128,"E04",0.460904508036173,"20141009","SKMEL5","PLX",8,1250
4,"E",234,26.8775,"E04",0.394631288617007,"20141009","SKMEL5","PLX",8,1250
4,"E",222,30.9675,"E04",0.318682435383709,"20141009","SKMEL5","PLX",8,1250
4,"E",183,45.9317,"E04",0.0399664073176451,"20141009","SKMEL5","PLX",8,1250
4,"E",179,51.8425,"E04",0.00808234629785876,"20141009","SKMEL5","PLX",8,1250
4,"E",136,76.1086,"E04",-0.388270589716059,"20141009","SKMEL5","PLX",8,1250
4,"E",165,82.8944,"E04",-0.109411216720582,"20141009","SKMEL5","PLX",8,1250
4,"E",151,94.8019,"E04",-0.237328691641319,"20141009","SKMEL5","PLX",8,1250
4,"E",179,104.9081,"E04",0.00808234629785876,"20141009","SKMEL5","PLX",8,1250
4,"E",192,121.6367,"E04",0.109229069754758,"20141009","SKMEL5","PLX",8,1250
4,"E",199,142.8775,"E04",0.160891189577251,"20141009","SKMEL5","PLX",8,1250
4,"E",218,149.7772,"E04",0.292450893810528,"20141009","SKMEL5","PLX",8,1250
5,"E",175,0,"E05",0,"20141009","SKMEL5","PLX",8,1250
5,"E",211,7.5144,"E05",0.269888076874856,"20141009","SKMEL5","PLX",8,1250
5,"E",267,22.1128,"E05",0.609484819855226,"20141009","SKMEL5","PLX",8,1250
5,"E",261,26.8775,"E05",0.576694884737556,"20141009","SKMEL5","PLX",8,1250
5,"E",260,30.9675,"E05",0.571156701196125,"20141009","SKMEL5","PLX",8,1250
5,"E",202,45.9317,"E05",0.207000370919466,"20141009","SKMEL5","PLX",8,1250
5,"E",186,51.8425,"E05",0.087947699275702,"20141009","SKMEL5","PLX",8,1250
5,"E",135,76.1086,"E05",-0.374395514781498,"20141009","SKMEL5","PLX",8,1250
5,"E",154,82.8944,"E05",-0.184424571137428,"20141009","SKMEL5","PLX",8,1250
5,"E",156,94.8019,"E05",-0.16580889297008,"20141009","SKMEL5","PLX",8,1250
5,"E",165,104.9081,"E05",-0.084888897586513,"20141009","SKMEL5","PLX",8,1250
5,"E",162,121.6367,"E05",-0.111361108947705,"20141009","SKMEL5","PLX",8,1250
5,"E",200,142.8775,"E05",0.192645077942395,"20141009","SKMEL5","PLX",8,1250
5,"E",209,149.7772,"E05",0.256148020248554,"20141009","SKMEL5","PLX",8,1250
6,"E",219,0,"E06",0,"20141009","SKMEL5","PLX",8,1250
